#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700 t701 t702 t703 t704 t705 t706 t707 t708 t709 t710 t711 t712 t713 t714 t715 t716 t717 t718 t719 t720 t721 t722 t723 t724 t725 t726 t727 t728 t729 t730 t731 t732 t733 t734 t735 t736 t737 t738 t739 t740 t741 t742 t743 t744 t745 t746 t747 t748 t749 t750 t751 t752 t753 t754 t755 t756 t757 t758 t759 t760 t761 t762 t763 t764 t765 t766 t767 t768 t769 t770 t771 t772 t773 t774 t775 t776 t777 t778 t779 t780 t781 t782 t783 t784 t785 t786 t787 t788 t789 t790 t791 t792 t793 t794 t795 t796 t797 t798 t799 t800 t801 t802 t803 t804 t805 t806 t807 t808 t809 t810 t811 t812 t813 t814 t815 t816 t817 t818 t819 t820 t821 t822 t823 t824 t825 t826 t827 t828 t829 t830 t831 t832 t833 t834 t835 t836 t837 t838 t839 t840 t841 t842 t843 t844 t845 t846 t847 t848 t849 t850 t851 t852 t853 t854 t855 t856 t857 t858 t859 t860 t861 t862 t863 t864 t865 t866 t867 t868 t869 t870 t871 t872 t873 t874 t875 t876 t877 t878 t879 t880 t881 t882 t883 t884 t885 t886 t887 t888 t889 t890 t891 t892 t893 t894 t895 t896 t897 t898 t899 t900 t901 t902 t903 t904 t905 t906 t907 t908 t909 t910 t911 t912 t913 t914 t915 t916 t917 t918 t919 t920 t921 t922 t923 t924 t925 t926 t927 t928 t929 t930 t931 t932 t933 t934 t935 t936 t937 t938 t939 t940 t941 t942 t943 t944 t945 t946 t947 t948 t949 t950 t951 t952 t953 t954 t955 t956 t957 t958 t959 t960 t961 t962 t963 t964 t965 t966 t967 t968 t969 t970 t971 t972 t973 t974 t975 t976 t977 t978 t979 t980 t981 t982 t983 t984 t985 t986 t987 t988 t989 t990 t991 t992 t993 t994 t995 t996 t997 t998 t999 t1000;
set S := s1 s2 s3;
#param N := 141;
param N := 171;
  t786 9 1 3
  t787 2 6 7
  t788 1 1 10
  t789 5 7 6
  t790 5 7 4
  t791 7 5 1
  t792 3 4 9
  t793 6 1 9
  t794 5 9 1
  t795 9 2 2
  t796 10 8 4
  t797 5 10 7
  t798 6 6 2
  t799 7 2 7
  t800 4 2 9
  t801 9 5 7
  t802 7 3 8
  t803 9 4 8
  t804 9 2 2
  t805 10 1 2
  t806 6 5 1
  t807 10 1 5
  t808 8 2 2
  t809 8 10 6
  t810 10 3 8
  t811 6 10 7
  t812 6 8 2
  t813 10 9 9
  t814 10 10 8
  t815 9 1 4
  t816 8 9 7
  t817 1 7 7
  t818 6 5 2
  t819 3 3 5
  t820 5 3 10
  t821 1 5 2
  t822 7 5 2
  t823 4 8 2
  t824 6 9 2
  t825 7 1 9
  t826 9 5 8
  t827 4 6 4
  t828 8 1 10
  t829 1 8 10
  t830 6 10 1
  t831 10 5 7
  t832 9 7 10
  t833 5 5 6
  t834 8 1 1
  t835 1 7 7
  t836 9 8 6
  t837 6 3 2
  t838 4 1 1
  t839 4 10 4
  t840 6 5 10
  t841 4 2 10
  t842 9 10 2
  t843 3 10 9
  t844 1 9 1
  t845 6 7 2
  t846 6 4 5
  t847 8 1 4
  t848 10 4 2
  t849 3 5 2
  t850 7 10 5
  t851 8 6 6
  t852 10 2 10
  t853 1 7 2
  t854 8 5 2
  t855 9 5 7
  t856 7 10 8
  t857 7 6 8
  t858 4 2 10
  t859 4 9 6
  t860 10 3 3
  t861 3 10 9
  t862 10 3 5
  t863 6 9 1
  t864 9 7 4
  t865 2 4 8
  t866 10 10 7
  t867 2 1 4
  t868 4 10 4
  t869 7 7 1
  t870 2 1 3
  t871 4 1 4
  t872 3 5 6
  t873 4 3 2
  t874 7 6 5
  t875 6 3 2
  t876 3 4 6
  t877 7 1 9
  t878 6 1 3
  t879 2 10 3
  t880 6 9 3
  t881 9 8 5
  t882 1 4 8
  t883 4 7 10
  t884 5 3 5
  t885 6 10 8
  t886 8 7 6
  t887 5 1 8
  t888 2 2 9
  t889 4 2 6
  t890 4 4 5
  t891 4 9 1
  t892 6 7 8
  t893 4 4 4
  t894 6 6 7
  t895 8 9 6
  t896 3 1 6
  t897 7 7 6
  t898 1 3 10
  t899 4 2 4
  t900 6 5 3
  t901 3 10 1
  t902 2 5 4
  t903 2 1 9
  t904 6 7 2
  t905 7 2 4
  t906 5 8 10
  t907 4 5 1
  t908 2 10 9
  t909 8 8 2
  t910 6 7 7
  t911 10 8 3
  t912 1 3 9
  t913 4 7 6
  t914 9 7 3
  t915 9 8 2
  t916 6 4 1
  t917 2 6 8
  t918 2 8 8
  t919 3 10 3
  t920 9 3 1
  t921 8 3 1
  t922 1 7 8
  t923 1 7 4
  t924 4 1 1
  t925 4 4 3
  t926 7 6 9
  t927 4 7 4
  t928 6 3 7
  t929 7 8 2
  t930 6 2 7
  t931 8 9 5
  t932 6 3 3
  t933 2 1 7
  t934 10 4 10
  t935 4 4 1
  t936 8 4 7
  t937 4 6 5
  t938 9 5 4
  t939 4 9 4
  t940 7 3 1
  t941 2 1 4
  t942 3 4 7
  t943 3 4 3
  t944 5 4 8
  t945 7 3 8
  t946 10 3 1
  t947 2 10 9
  t948 7 5 5
  t949 10 2 3
  t950 3 1 9
  t951 7 7 7
  t952 10 7 2
  t953 3 7 6
  t954 1 7 4
  t955 6 3 10
  t956 5 10 1
  t957 7 10 9
  t958 3 5 9
  t959 5 2 10
  t960 5 7 1
  t961 1 2 9
  t962 7 3 3
  t963 8 9 8
  t964 4 3 5
  t965 10 3 5
  t966 2 2 1
  t967 8 1 5
  t968 1 4 7
  t969 8 10 6
  t970 6 6 7
  t971 6 1 7
  t972 10 9 4
  t973 10 9 4
  t974 1 1 8
  t975 8 10 6
  t976 2 5 3
  t977 8 5 3
  t978 8 4 3
  t979 7 3 7
  t980 5 2 9
  t981 6 10 6
  t982 9 4 5
  t983 2 2 10
  t984 10 3 7
  t985 1 7 6
  t986 9 2 1
  t987 3 4 8
  t988 5 1 5
  t989 10 4 5
  t990 6 4 1
  t991 7 3 9
  t992 7 6 7
  t993 5 4 2
  t994 10 5 3
  t995 8 3 4
  t996 6 3 7
  t997 2 8 1
  t998 6 3 4
  t999 4 8 10
  t1000 2 7 8
;

param S_time : s1 s2 s3 :=
  t1 2 3 3
  t2 1 1 1
  t3 3 0 1
  t4 3 0 1
  t5 1 1 2
  t6 1 3 1
  t7 2 3 2
  t8 2 3 0
  t9 1 2 0
  t10 1 2 3
  t11 1 1 1
  t12 2 3 3
  t13 1 3 0
  t14 0 0 1
  t15 1 1 3
  t16 3 0 3
  t17 2 2 3
  t18 0 1 1
  t19 2 2 0
  t20 3 1 2
  t21 0 3 3
  t22 1 3 2
  t23 0 1 3
  t24 0 0 2
  t25 1 0 1
  t26 3 2 1
  t27 2 0 1
  t28 3 0 3
  t29 2 3 1
  t30 0 2 0
  t31 1 1 2
  t32 0 2 2
  t33 1 1 3
  t34 3 0 2
  t35 2 0 3
  t36 1 1 1
  t37 2 3 0
  t38 2 2 0
  t39 1 1 0
  t40 0 2 3
  t41 2 1 2
  t42 3 1 2
  t43 1 3 3
  t44 1 1 0
  t45 3 0 3
  t46 1 1 3
  t47 3 3 3
  t48 2 0 1
  t49 0 3 3
  t50 0 1 1
  t51 3 1 0
  t52 2 0 1
  t53 2 1 3
  t54 0 3 0
  t55 0 2 1
  t56 1 1 3
  t57 3 1 3
  t58 1 3 0
  t59 2 0 1
  t60 1 0 3
  t61 3 3 0
  t62 3 1 0
  t63 0 2 1
  t64 3 1 3
  t65 3 1 1
  t66 1 2 0
  t67 3 1 3
  t68 3 3 0
  t69 1 0 1
  t70 1 3 0
  t71 2 2 0
  t72 1 0 2
  t73 2 0 0
  t74 2 3 1
  t75 0 2 2
  t76 1 2 2
  t77 1 0 1
  t78 1 1 3
  t79 2 3 0
  t80 2 3 2
  t81 0 2 3
  t82 1 2 2
  t83 1 3 0
  t84 3 0 3
  t85 3 1 1
  t86 2 0 1
  t87 2 3 0
  t88 3 1 1
  t89 0 2 3
  t90 0 3 0
  t91 2 1 1
  t92 0 1 2
  t93 3 3 0
  t94 0 3 3
  t95 1 0 2
  t96 1 1 2
  t97 3 0 3
  t98 0 2 3
  t99 2 1 0
  t100 0 2 0
  t101 2 3 3
  t102 1 0 0
  t103 1 2 0
  t104 1 1 3
  t105 0 1 0
  t106 1 2 2
  t107 1 0 2
  t108 0 0 3
  t109 0 1 1
  t110 0 0 0
  t111 3 3 1
  t112 3 2 3
  t113 0 2 0
  t114 0 0 2
  t115 0 3 2
  t116 2 1 2
  t117 1 1 0
  t118 1 2 2
  t119 2 1 1
  t120 0 2 0
  t121 3 3 0
  t122 3 0 1
  t123 2 3 2
  t124 1 1 0
  t125 1 3 3
  t126 2 3 3
  t127 0 2 0
  t128 1 1 3
  t129 2 1 3
  t130 1 3 1
  t131 0 1 3
  t132 2 0 1
  t133 0 0 3
  t134 3 3 3
  t135 2 1 2
  t136 0 1 3
  t137 3 0 3
  t138 1 1 0
  t139 3 3 2
  t140 1 2 1
  t141 0 2 1
  t142 1 2 0
  t143 3 1 1
  t144 2 0 1
  t145 3 2 3
  t146 0 1 3
  t147 1 2 2
  t148 1 1 2
  t149 3 0 2
  t150 1 3 1
  t151 2 1 2
  t152 1 3 0
  t153 2 1 0
  t154 2 1 2
  t155 2 0 1
  t156 2 0 0
  t157 3 3 3
  t158 3 3 1
  t159 0 2 2
  t160 0 1 1
  t161 0 3 3
  t162 3 0 2
  t163 3 2 2
  t164 0 3 0
  t165 3 2 3
  t166 0 1 0
  t167 2 3 2
  t168 3 2 2
  t169 0 3 2
  t170 0 0 2
  t171 1 0 3
  t172 1 2 3
  t173 1 3 1
  t174 1 3 3
  t175 2 0 3
  t176 2 3 3
  t177 1 0 0
  t178 2 2 3
  t179 3 1 3
  t180 3 3 1
  t181 2 0 2
  t182 3 1 2
  t183 2 0 3
  t184 3 2 1
  t185 3 0 1
  t186 1 3 2
  t187 2 3 0
  t188 3 3 3
  t189 2 1 0
  t190 3 1 1
  t191 1 3 0
  t192 1 0 2
  t193 2 3 3
  t194 3 3 0
  t195 2 2 0
  t196 2 2 2
  t197 1 1 3
  t198 0 2 3
  t199 0 1 1
  t200 2 2 1
  t201 3 2 1
  t202 1 1 3
  t203 2 2 0
  t204 0 1 0
  t205 2 0 1
  t206 3 3 2
  t207 3 1 0
  t208 2 1 1
  t209 1 3 3
  t210 3 0 1
  t211 2 1 0
  t212 2 1 3
  t213 2 0 2
  t214 2 1 3
  t215 1 0 1
  t216 0 1 2
  t217 2 0 0
  t218 0 3 3
  t219 2 1 0
  t220 0 2 1
  t221 0 0 3
  t222 1 1 3
  t223 0 3 3
  t224 0 0 3
  t225 0 2 3
  t226 3 0 0
  t227 2 0 0
  t228 1 2 2
  t229 2 0 3
  t230 3 3 0
  t231 1 3 3
  t232 1 3 0
  t233 3 3 0
  t234 2 1 0
  t235 3 3 0
  t236 3 1 3
  t237 2 0 1
  t238 3 0 3
  t239 0 3 0
  t240 0 3 0
  t241 2 1 2
  t242 1 2 3
  t243 0 1 2
  t244 2 0 3
  t245 0 1 0
  t246 3 2 3
  t247 0 3 1
  t248 0 3 3
  t249 1 0 2
  t250 3 1 3
  t251 3 1 2
  t252 1 1 2
  t253 1 2 2
  t254 3 2 0
  t255 0 1 0
  t256 1 2 0
  t257 0 3 1
  t258 1 2 3
  t259 2 0 2
  t260 3 2 1
  t261 3 0 1
  t262 3 3 2
  t263 2 2 1
  t264 2 0 2
  t265 2 2 1
  t266 0 1 3
  t267 1 2 2
  t268 3 0 2
  t269 1 2 0
  t270 2 2 3
  t271 2 2 0
  t272 0 1 3
  t273 3 1 3
  t274 0 0 2
  t275 1 3 3
  t276 2 3 0
  t277 0 2 0
  t278 0 3 3
  t279 1 1 3
  t280 1 2 1
  t281 0 3 0
  t282 2 3 1
  t283 1 2 0
  t284 0 3 0
  t285 2 1 3
  t286 1 0 0
  t287 3 2 2
  t288 2 3 0
  t289 1 2 1
  t290 3 2 3
  t291 1 0 1
  t292 2 0 0
  t293 3 1 2
  t294 3 2 1
  t295 1 0 2
  t296 1 1 1
  t297 1 1 2
  t298 3 0 2
  t299 1 2 3
  t300 0 0 2
  t301 1 3 0
  t302 3 3 2
  t303 0 1 1
  t304 2 1 1
  t305 0 3 0
  t306 3 1 0
  t307 1 1 0
  t308 0 2 3
  t309 0 0 3
  t310 3 1 1
  t311 2 2 0
  t312 3 0 1
  t313 3 0 3
  t314 0 0 3
  t315 0 3 0
  t316 1 3 0
  t317 2 1 2
  t318 3 1 0
  t319 0 0 1
  t320 2 1 2
  t321 3 2 2
  t322 3 3 2
  t323 3 2 2
  t324 0 3 0
  t325 3 0 3
  t326 1 3 0
  t327 2 0 3
  t328 2 0 3
  t329 1 2 0
  t330 1 1 2
  t331 1 2 2
  t332 1 0 0
  t333 2 2 1
  t334 0 1 0
  t335 2 0 2
  t336 2 3 3
  t337 3 0 0
  t338 3 1 3
  t339 0 1 0
  t340 0 1 2
  t341 2 1 1
  t342 2 1 1
  t343 1 0 3
  t344 0 2 2
  t345 2 1 2
  t346 1 3 0
  t347 3 3 3
  t348 0 3 0
  t349 2 2 2
  t350 2 1 3
  t351 2 3 3
  t352 1 1 2
  t353 3 1 1
  t354 1 3 2
  t355 2 0 0
  t356 1 3 3
  t357 2 2 0
  t358 2 1 1
  t359 2 3 0
  t360 2 1 2
  t361 3 0 2
  t362 2 2 3
  t363 2 3 1
  t364 1 2 1
  t365 0 0 0
  t366 0 2 1
  t367 2 1 3
  t368 1 0 2
  t369 2 3 1
  t370 3 3 2
  t371 1 3 2
  t372 1 0 1
  t373 3 0 3
  t374 3 1 2
  t375 3 1 3
  t376 2 3 2
  t377 2 1 1
  t378 0 3 3
  t379 0 0 0
  t380 2 1 0
  t381 1 3 2
  t382 3 3 2
  t383 0 3 3
  t384 2 0 1
  t385 1 1 0
  t386 3 2 1
  t387 0 3 1
  t388 1 1 2
  t389 2 0 1
  t390 3 1 0
  t391 3 2 0
  t392 0 3 2
  t393 3 0 2
  t394 0 3 2
  t395 1 1 2
  t396 2 1 1
  t397 2 2 0
  t398 1 2 1
  t399 3 3 1
  t400 2 2 0
  t401 0 1 1
  t402 1 0 3
  t403 2 2 0
  t404 3 3 2
  t405 2 2 0
  t406 0 0 1
  t407 1 1 1
  t408 3 2 3
  t409 1 3 2
  t410 3 2 2
  t411 3 1 1
  t412 2 3 3
  t413 2 0 1
  t414 2 1 0
  t415 1 0 2
  t416 2 1 2
  t417 3 1 2
  t418 3 0 2
  t419 3 0 2
  t420 0 0 0
  t421 0 1 1
  t422 3 0 3
  t423 1 2 3
  t424 3 0 3
  t425 3 1 3
  t426 1 0 3
  t427 0 3 2
  t428 2 0 1
  t429 3 1 0
  t430 2 0 0
  t431 1 0 0
  t432 3 2 1
  t433 2 3 1
  t434 0 1 2
  t435 2 3 0
  t436 2 0 3
  t437 0 3 0
  t438 3 0 1
  t439 2 3 0
  t440 2 1 2
  t441 3 2 1
  t442 1 3 1
  t443 1 2 2
  t444 1 1 1
  t445 1 1 1
  t446 0 2 0
  t447 3 3 1
  t448 1 0 2
  t449 1 1 0
  t450 3 3 1
  t451 3 1 1
  t452 0 3 1
  t453 1 3 3
  t454 3 3 3
  t455 0 0 3
  t456 3 3 0
  t457 3 2 3
  t458 2 0 1
  t459 0 0 1
  t460 2 0 3
  t461 3 2 1
  t462 0 2 3
  t463 1 3 1
  t464 1 1 0
  t465 2 2 0
  t466 0 2 3
  t467 0 3 1
  t468 3 3 0
  t469 2 1 1
  t470 2 1 2
  t471 0 3 1
  t472 1 2 0
  t473 2 0 0
  t474 1 2 3
  t475 1 0 0
  t476 2 2 2
  t477 3 3 1
  t478 2 0 0
  t479 1 3 0
  t480 1 1 2
  t481 2 2 0
  t482 3 0 1
  t483 3 0 3
  t484 2 3 2
  t485 0 2 0
  t486 0 3 1
  t487 3 0 2
  t488 3 3 2
  t489 1 2 0
  t490 1 3 0
  t491 1 2 2
  t492 0 1 0
  t493 0 2 0
  t494 0 2 2
  t495 1 2 2
  t496 2 1 0
  t497 0 2 2
  t498 2 1 0
  t499 2 3 1
  t500 0 3 0
  t501 1 3 2
  t502 1 0 1
  t503 0 2 3
  t504 1 2 3
  t505 2 3 0
  t506 2 3 2
  t507 1 0 0
  t508 0 3 3
  t509 1 1 3
  t510 1 3 2
  t511 1 3 3
  t512 0 1 3
  t513 0 3 3
  t514 1 0 1
  t515 2 3 1
  t516 2 2 0
  t517 3 2 2
  t518 0 2 2
  t519 3 3 3
  t520 3 1 3
  t521 3 3 2
  t522 0 0 3
  t523 0 3 3
  t524 3 3 3
  t525 1 3 0
  t526 1 2 2
  t527 3 0 3
  t528 2 0 0
  t529 0 2 0
  t530 0 3 3
  t531 3 2 1
  t532 2 2 3
  t533 0 0 3
  t534 0 2 2
  t535 0 1 1
  t536 1 1 1
  t537 2 1 1
  t538 3 3 1
  t539 0 0 1
  t540 3 3 1
  t541 3 1 3
  t542 3 2 0
  t543 2 2 2
  t544 2 3 1
  t545 2 2 0
  t546 0 0 0
  t547 1 2 0
  t548 0 1 0
  t549 1 1 1
  t550 3 3 3
  t551 1 2 3
  t552 0 2 3
  t553 1 3 3
  t554 3 0 2
  t555 0 2 0
  t556 0 3 1
  t557 0 3 3
  t558 1 3 0
  t559 2 2 0
  t560 2 3 1
  t561 0 1 3
  t562 3 3 1
  t563 0 1 3
  t564 2 3 0
  t565 2 3 1
  t566 1 1 0
  t567 0 0 1
  t568 0 0 1
  t569 0 3 1
  t570 3 3 0
  t571 1 1 1
  t572 0 1 1
  t573 1 1 0
  t574 3 0 0
  t575 1 2 3
  t576 1 3 1
  t577 0 1 0
  t578 3 1 0
  t579 2 1 1
  t580 1 1 3
  t581 0 2 1
  t582 2 3 0
  t583 1 0 0
  t584 3 2 1
  t585 0 1 1
  t586 3 0 3
  t587 1 3 3
  t588 3 2 1
  t589 0 0 1
  t590 3 1 1
  t591 1 1 1
  t592 3 3 2
  t593 1 2 1
  t594 0 0 3
  t595 3 3 0
  t596 1 0 1
  t597 2 0 3
  t598 3 0 3
  t599 1 3 0
  t600 0 3 1
  t601 2 2 0
  t602 3 0 2
  t603 0 1 2
  t604 0 1 2
  t605 3 0 2
  t606 3 0 2
  t607 2 1 0
  t608 1 0 1
  t609 1 1 0
  t610 1 2 3
  t611 1 0 2
  t612 2 3 3
  t613 1 1 1
  t614 2 1 2
  t615 1 2 1
  t616 1 0 1
  t617 2 1 0
  t618 1 3 1
  t619 0 3 1
  t620 1 2 3
  t621 1 3 0
  t622 1 0 0
  t623 1 2 2
  t624 1 1 1
  t625 3 3 3
  t626 0 3 3
  t627 2 2 2
  t628 0 3 3
  t629 3 1 0
  t630 2 2 3
  t631 3 3 3
  t632 1 3 3
  t633 2 3 0
  t634 2 3 2
  t635 3 0 2
  t636 2 3 3
  t637 0 0 1
  t638 1 3 2
  t639 2 3 0
  t640 0 1 0
  t641 2 2 2
  t642 2 0 2
  t643 3 1 1
  t644 1 0 3
  t645 1 3 2
  t646 3 2 2
  t647 1 1 2
  t648 1 3 0
  t649 3 1 0
  t650 0 0 0
  t651 0 0 1
  t652 1 0 1
  t653 2 1 1
  t654 0 0 1
  t655 1 0 1
  t656 2 1 0
  t657 3 1 1
  t658 2 3 1
  t659 2 0 2
  t660 3 3 2
  t661 3 3 0
  t662 1 3 3
  t663 0 1 3
  t664 1 2 2
  t665 3 1 3
  t666 2 2 3
  t667 2 3 0
  t668 3 1 0
  t669 3 1 2
  t670 0 3 1
  t671 3 2 2
  t672 0 3 3
  t673 3 3 0
  t674 2 3 1
  t675 3 3 3
  t676 1 0 2
  t677 3 2 2
  t678 0 2 0
  t679 0 2 3
  t680 1 1 0
  t681 0 1 2
  t682 3 3 0
  t683 0 3 3
  t684 0 0 2
  t685 2 2 3
  t686 0 1 2
  t687 3 0 0
  t688 2 3 1
  t689 2 2 2
  t690 3 3 1
  t691 1 3 3
  t692 3 0 1
  t693 1 1 3
  t694 0 3 2
  t695 1 1 1
  t696 1 3 3
  t697 1 2 0
  t698 1 3 0
  t699 2 3 0
  t700 1 0 2
  t701 1 0 2
  t702 1 1 0
  t703 2 3 0
  t704 2 2 3
  t705 2 2 2
  t706 0 1 3
  t707 0 1 3
  t708 2 0 2
  t709 3 3 2
  t710 3 2 0
  t711 0 3 2
  t712 0 3 0
  t713 2 0 1
  t714 1 3 3
  t715 2 2 1
  t716 2 3 1
  t717 1 3 2
  t718 3 3 2
  t719 2 0 3
  t720 0 1 2
  t721 3 3 1
  t722 3 3 0
  t723 1 3 2
  t724 0 3 2
  t725 3 2 0
  t726 0 1 2
  t727 0 2 3
  t728 2 0 1
  t729 3 3 0
  t730 3 2 2
  t731 3 2 2
  t732 2 2 1
  t733 1 3 1
  t734 1 0 2
  t735 3 3 3
  t736 3 3 1
  t737 0 2 1
  t738 1 0 1
  t739 1 0 0
  t740 3 0 1
  t741 3 3 0
  t742 3 1 0
  t743 0 3 3
  t744 1 0 1
  t745 3 1 2
  t746 2 1 0
  t747 1 3 3
  t748 3 3 1
  t749 0 2 1
  t750 0 3 0
  t751 1 2 3
  t752 0 0 0
  t753 3 3 2
  t754 0 0 3
  t755 3 0 2
  t756 3 2 1
  t757 0 2 3
  t758 0 0 1
  t759 3 3 2
  t760 0 1 1
  t761 1 1 1
  t762 1 2 1
  t763 0 1 3
  t764 0 1 2
  t765 0 0 3
  t766 2 3 3
  t767 3 0 0
  t768 2 0 3
  t769 3 2 3
  t770 2 3 3
  t771 1 2 3
  t772 3 2 1
  t773 2 3 1
  t774 3 3 2
  t775 0 2 2
  t776 0 2 0
  t777 0 1 2
  t778 0 2 0
  t779 3 0 0
  t780 0 0 2
  t781 3 3 1
  t782 1 1 3
  t783 3 2 1
  t784 2 2 1
  t785 1 3 3
  t786 2 3 0
  t787 0 2 1
  t788 3 1 0
  t789 3 2 2
  t790 1 3 3
  t791 1 0 2
  t792 2 0 2
  t793 1 0 2
  t794 3 0 2
  t795 2 0 3
  t796 0 2 1
  t797 2 1 1
  t798 1 3 1
  t799 0 0 1
  t800 3 2 3
  t801 3 3 3
  t802 1 1 3
  t803 0 3 0
  t804 2 3 0
  t805 2 1 2
  t806 2 3 1
  t807 3 2 1
  t808 0 2 0
  t809 2 3 3
  t810 1 3 3
  t811 0 3 1
  t812 0 2 1
  t813 2 0 0
  t814 0 1 0
  t815 1 2 1
  t816 0 2 0
  t817 2 1 0
  t818 3 0 0
  t819 2 1 0
  t820 3 0 2
  t821 0 3 2
  t822 2 3 0
  t823 1 3 2
  t824 3 3 3
  t825 1 2 0
  t826 1 3 0
  t827 1 1 3
  t828 0 3 2
  t829 0 2 2
  t830 1 2 1
  t831 0 0 0
  t832 2 1 2
  t833 3 1 2
  t834 2 1 3
  t835 1 3 0
  t836 0 0 3
  t837 3 0 3
  t838 3 1 2
  t839 0 2 1
  t840 0 3 1
  t841 3 2 3
  t842 1 1 1
  t843 2 1 2
  t844 2 3 3
  t845 3 2 3
  t846 0 0 3
  t847 2 3 2
  t848 0 3 1
  t849 2 0 0
  t850 0 2 1
  t851 1 0 1
  t852 3 3 0
  t853 0 2 1
  t854 0 3 0
  t855 0 3 0
  t856 1 0 3
  t857 0 0 2
  t858 0 0 0
  t859 1 2 3
  t860 3 1 0
  t861 2 3 2
  t862 1 3 2
  t863 0 1 1
  t864 0 2 1
  t865 2 3 2
  t866 2 2 2
  t867 3 3 0
  t868 3 1 3
  t869 1 1 2
  t870 2 0 2
  t871 2 0 1
  t872 1 1 1
  t873 0 2 0
  t874 0 1 3
  t875 2 3 0
  t876 1 3 2
  t877 1 1 2
  t878 1 2 3
