data;

#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700 t701 t702 t703 t704 t705 t706 t707 t708 t709 t710 t711 t712 t713 t714 t715 t716 t717 t718 t719 t720 t721 t722 t723 t724 t725 t726 t727 t728 t729 t730 t731 t732 t733 t734 t735 t736 t737 t738 t739 t740 t741 t742 t743 t744 t745 t746 t747 t748 t749 t750 t751 t752 t753 t754 t755 t756 t757 t758 t759 t760 t761 t762 t763 t764 t765 t766 t767 t768 t769 t770 t771 t772 t773 t774 t775 t776 t777 t778 t779 t780 t781 t782 t783 t784 t785 t786 t787 t788 t789 t790 t791 t792 t793 t794 t795 t796 t797 t798 t799 t800 t801 t802 t803 t804 t805 t806 t807 t808 t809 t810 t811 t812 t813 t814 t815 t816 t817 t818 t819 t820 t821 t822 t823 t824 t825 t826 t827 t828 t829 t830 t831 t832 t833 t834 t835 t836 t837 t838 t839 t840 t841 t842 t843 t844 t845 t846 t847 t848 t849 t850 t851 t852 t853 t854 t855 t856 t857 t858 t859 t860 t861 t862 t863 t864 t865 t866 t867 t868 t869 t870 t871 t872 t873 t874 t875 t876 t877 t878 t879 t880 t881 t882 t883 t884 t885 t886 t887 t888 t889 t890 t891 t892 t893 t894 t895 t896 t897 t898 t899 t900;
set S := s1 s2 s3;
#param N := 127;
param N := 157;
  t846 10 10 8
  t847 9 1 4
  t848 8 9 7
  t849 1 7 7
  t850 6 5 2
  t851 3 3 5
  t852 5 3 10
  t853 1 5 2
  t854 7 5 2
  t855 4 8 2
  t856 6 9 2
  t857 7 1 9
  t858 9 5 8
  t859 4 6 4
  t860 8 1 10
  t861 1 8 10
  t862 6 10 1
  t863 10 5 7
  t864 9 7 10
  t865 5 5 6
  t866 8 1 1
  t867 1 7 7
  t868 9 8 6
  t869 6 3 2
  t870 4 1 1
  t871 4 10 4
  t872 6 5 10
  t873 4 2 10
  t874 9 10 2
  t875 3 10 9
  t876 1 9 1
  t877 6 7 2
  t878 6 4 5
  t879 8 1 4
  t880 10 4 2
  t881 3 5 2
  t882 7 10 5
  t883 8 6 6
  t884 10 2 10
  t885 1 7 2
  t886 8 5 2
  t887 9 5 7
  t888 7 10 8
  t889 7 6 8
  t890 4 2 10
  t891 4 9 6
  t892 10 3 3
  t893 3 10 9
  t894 10 3 5
  t895 6 9 1
  t896 9 7 4
  t897 2 4 8
  t898 10 10 7
  t899 2 1 4
  t900 4 10 4
;

param S_time : s1 s2 s3 :=
  t1 1 2 0
  t2 1 0 3
  t3 3 1 0
  t4 0 2 3
  t5 3 1 2
  t6 2 0 2
  t7 1 3 2
  t8 0 1 2
  t9 2 1 2
  t10 0 2 0
  t11 2 3 2
  t12 2 1 1
  t13 3 2 3
  t14 1 0 3
  t15 0 0 1
  t16 1 2 3
  t17 3 3 3
  t18 3 0 3
  t19 3 0 0
  t20 2 0 3
  t21 3 1 2
  t22 3 0 1
  t23 1 3 1
  t24 0 3 3
  t25 1 3 1
  t26 0 3 0
  t27 0 0 0
  t28 3 1 1
  t29 2 2 2
  t30 1 1 2
  t31 1 3 2
  t32 2 3 2
  t33 3 1 1
  t34 3 1 1
  t35 2 3 0
  t36 0 3 0
  t37 1 1 2
  t38 1 3 1
  t39 2 3 2
  t40 2 3 0
  t41 1 2 0
  t42 1 2 3
  t43 1 1 1
  t44 2 3 3
  t45 1 3 0
  t46 0 0 1
  t47 1 1 3
  t48 3 0 3
  t49 2 2 3
  t50 0 1 1
  t51 2 2 0
  t52 3 1 2
  t53 0 3 3
  t54 1 3 2
  t55 0 1 3
  t56 0 0 2
  t57 1 0 1
  t58 3 2 1
  t59 2 0 1
  t60 3 0 3
  t61 2 3 1
  t62 0 2 0
  t63 1 1 2
  t64 0 2 2
  t65 1 1 3
  t66 3 0 2
  t67 2 0 3
  t68 1 1 1
  t69 2 3 0
  t70 2 2 0
  t71 1 1 0
  t72 0 2 3
  t73 2 1 2
  t74 3 1 2
  t75 1 3 3
  t76 1 1 0
  t77 3 0 3
  t78 1 1 3
  t79 3 3 3
  t80 2 0 1
  t81 0 3 3
  t82 0 1 1
  t83 3 1 0
  t84 2 0 1
  t85 2 1 3
  t86 0 3 0
  t87 0 2 1
  t88 1 1 3
  t89 3 1 3
  t90 1 3 0
  t91 2 0 1
  t92 1 0 3
  t93 3 3 0
  t94 3 1 0
  t95 0 2 1
  t96 3 1 3
  t97 3 1 1
  t98 1 2 0
  t99 3 1 3
  t100 3 3 0
  t101 1 0 1
  t102 1 3 0
  t103 2 2 0
  t104 1 0 2
  t105 2 0 0
  t106 2 3 1
  t107 0 2 2
  t108 1 2 2
  t109 1 0 1
  t110 1 1 3
  t111 2 3 0
  t112 2 3 2
  t113 0 2 3
  t114 1 2 2
  t115 1 3 0
  t116 3 0 3
  t117 3 1 1
  t118 2 0 1
  t119 2 3 0
  t120 3 1 1
  t121 0 2 3
  t122 0 3 0
  t123 2 1 1
  t124 0 1 2
  t125 3 3 0
  t126 0 3 3
  t127 1 0 2
  t128 1 1 2
  t129 3 0 3
  t130 0 2 3
  t131 2 1 0
  t132 0 2 0
  t133 2 3 3
  t134 1 0 0
  t135 1 2 0
  t136 1 1 3
  t137 0 1 0
  t138 1 2 2
  t139 1 0 2
  t140 0 0 3
  t141 0 1 1
  t142 0 0 0
  t143 3 3 1
  t144 3 2 3
  t145 0 2 0
  t146 0 0 2
  t147 0 3 2
  t148 2 1 2
  t149 1 1 0
  t150 1 2 2
  t151 2 1 1
  t152 0 2 0
  t153 3 3 0
  t154 3 0 1
  t155 2 3 2
  t156 1 1 0
  t157 1 3 3
  t158 2 3 3
  t159 0 2 0
  t160 1 1 3
  t161 2 1 3
  t162 1 3 1
  t163 0 1 3
  t164 2 0 1
  t165 0 0 3
  t166 3 3 3
  t167 2 1 2
  t168 0 1 3
  t169 3 0 3
  t170 1 1 0
  t171 3 3 2
  t172 1 2 1
  t173 0 2 1
  t174 1 2 0
  t175 3 1 1
  t176 2 0 1
  t177 3 2 3
  t178 0 1 3
  t179 1 2 2
  t180 1 1 2
  t181 3 0 2
  t182 1 3 1
  t183 2 1 2
  t184 1 3 0
  t185 2 1 0
  t186 2 1 2
  t187 2 0 1
  t188 2 0 0
  t189 3 3 3
  t190 3 3 1
  t191 0 2 2
  t192 0 1 1
  t193 0 3 3
  t194 3 0 2
  t195 3 2 2
  t196 0 3 0
  t197 3 2 3
  t198 0 1 0
  t199 2 3 2
  t200 3 2 2
  t201 0 3 2
  t202 0 0 2
  t203 1 0 3
  t204 1 2 3
  t205 1 3 1
  t206 1 3 3
  t207 2 0 3
  t208 2 3 3
  t209 1 0 0
  t210 2 2 3
  t211 3 1 3
  t212 3 3 1
  t213 2 0 2
  t214 3 1 2
  t215 2 0 3
  t216 3 2 1
  t217 3 0 1
  t218 1 3 2
  t219 2 3 0
  t220 3 3 3
  t221 2 1 0
  t222 3 1 1
  t223 1 3 0
  t224 1 0 2
  t225 2 3 3
  t226 3 3 0
  t227 2 2 0
  t228 2 2 2
  t229 1 1 3
  t230 0 2 3
  t231 0 1 1
  t232 2 2 1
  t233 3 2 1
  t234 1 1 3
  t235 2 2 0
  t236 0 1 0
  t237 2 0 1
  t238 3 3 2
  t239 3 1 0
  t240 2 1 1
  t241 1 3 3
  t242 3 0 1
  t243 2 1 0
  t244 2 1 3
  t245 2 0 2
  t246 2 1 3
  t247 1 0 1
  t248 0 1 2
  t249 2 0 0
  t250 0 3 3
  t251 2 1 0
  t252 0 2 1
  t253 0 0 3
  t254 1 1 3
  t255 0 3 3
  t256 0 0 3
  t257 0 2 3
  t258 3 0 0
  t259 2 0 0
  t260 1 2 2
  t261 2 0 3
  t262 3 3 0
  t263 1 3 3
  t264 1 3 0
  t265 3 3 0
  t266 2 1 0
  t267 3 3 0
  t268 3 1 3
  t269 2 0 1
  t270 3 0 3
  t271 0 3 0
  t272 0 3 0
  t273 2 1 2
  t274 1 2 3
  t275 0 1 2
  t276 2 0 3
  t277 0 1 0
  t278 3 2 3
  t279 0 3 1
  t280 0 3 3
  t281 1 0 2
  t282 3 1 3
  t283 3 1 2
  t284 1 1 2
  t285 1 2 2
  t286 3 2 0
  t287 0 1 0
  t288 1 2 0
  t289 0 3 1
  t290 1 2 3
  t291 2 0 2
  t292 3 2 1
  t293 3 0 1
  t294 3 3 2
  t295 2 2 1
  t296 2 0 2
  t297 2 2 1
  t298 0 1 3
  t299 1 2 2
  t300 3 0 2
  t301 1 2 0
  t302 2 2 3
  t303 2 2 0
  t304 0 1 3
  t305 3 1 3
  t306 0 0 2
  t307 1 3 3
  t308 2 3 0
  t309 0 2 0
  t310 0 3 3
  t311 1 1 3
  t312 1 2 1
  t313 0 3 0
  t314 2 3 1
  t315 1 2 0
  t316 0 3 0
  t317 2 1 3
  t318 1 0 0
  t319 3 2 2
  t320 2 3 0
  t321 1 2 1
  t322 3 2 3
  t323 1 0 1
  t324 2 0 0
  t325 3 1 2
  t326 3 2 1
  t327 1 0 2
  t328 1 1 1
  t329 1 1 2
  t330 3 0 2
  t331 1 2 3
  t332 0 0 2
  t333 1 3 0
  t334 3 3 2
  t335 0 1 1
  t336 2 1 1
  t337 0 3 0
  t338 3 1 0
  t339 1 1 0
  t340 0 2 3
  t341 0 0 3
  t342 3 1 1
  t343 2 2 0
  t344 3 0 1
  t345 3 0 3
  t346 0 0 3
  t347 0 3 0
  t348 1 3 0
  t349 2 1 2
  t350 3 1 0
  t351 0 0 1
  t352 2 1 2
  t353 3 2 2
  t354 3 3 2
  t355 3 2 2
  t356 0 3 0
  t357 3 0 3
  t358 1 3 0
  t359 2 0 3
  t360 2 0 3
  t361 1 2 0
  t362 1 1 2
  t363 1 2 2
  t364 1 0 0
  t365 2 2 1
  t366 0 1 0
  t367 2 0 2
  t368 2 3 3
  t369 3 0 0
  t370 3 1 3
  t371 0 1 0
  t372 0 1 2
  t373 2 1 1
  t374 2 1 1
  t375 1 0 3
  t376 0 2 2
  t377 2 1 2
  t378 1 3 0
  t379 3 3 3
  t380 0 3 0
  t381 2 2 2
  t382 2 1 3
  t383 2 3 3
  t384 1 1 2
  t385 3 1 1
  t386 1 3 2
  t387 2 0 0
  t388 1 3 3
  t389 2 2 0
  t390 2 1 1
  t391 2 3 0
  t392 2 1 2
  t393 3 0 2
  t394 2 2 3
  t395 2 3 1
  t396 1 2 1
  t397 0 0 0
  t398 0 2 1
  t399 2 1 3
  t400 1 0 2
  t401 2 3 1
  t402 3 3 2
  t403 1 3 2
  t404 1 0 1
  t405 3 0 3
  t406 3 1 2
  t407 3 1 3
  t408 2 3 2
  t409 2 1 1
  t410 0 3 3
  t411 0 0 0
  t412 2 1 0
  t413 1 3 2
  t414 3 3 2
  t415 0 3 3
  t416 2 0 1
  t417 1 1 0
  t418 3 2 1
  t419 0 3 1
  t420 1 1 2
  t421 2 0 1
  t422 3 1 0
  t423 3 2 0
  t424 0 3 2
  t425 3 0 2
  t426 0 3 2
  t427 1 1 2
  t428 2 1 1
  t429 2 2 0
  t430 1 2 1
  t431 3 3 1
  t432 2 2 0
  t433 0 1 1
  t434 1 0 3
  t435 2 2 0
  t436 3 3 2
  t437 2 2 0
  t438 0 0 1
  t439 1 1 1
  t440 3 2 3
  t441 1 3 2
  t442 3 2 2
  t443 3 1 1
  t444 2 3 3
  t445 2 0 1
  t446 2 1 0
  t447 1 0 2
  t448 2 1 2
  t449 3 1 2
  t450 3 0 2
  t451 3 0 2
  t452 0 0 0
  t453 0 1 1
  t454 3 0 3
  t455 1 2 3
  t456 3 0 3
  t457 3 1 3
  t458 1 0 3
  t459 0 3 2
  t460 2 0 1
  t461 3 1 0
  t462 2 0 0
  t463 1 0 0
  t464 3 2 1
  t465 2 3 1
  t466 0 1 2
  t467 2 3 0
  t468 2 0 3
  t469 0 3 0
  t470 3 0 1
  t471 2 3 0
  t472 2 1 2
  t473 3 2 1
  t474 1 3 1
  t475 1 2 2
  t476 1 1 1
  t477 1 1 1
  t478 0 2 0
  t479 3 3 1
  t480 1 0 2
  t481 1 1 0
  t482 3 3 1
  t483 3 1 1
  t484 0 3 1
  t485 1 3 3
  t486 3 3 3
  t487 0 0 3
  t488 3 3 0
  t489 3 2 3
  t490 2 0 1
  t491 0 0 1
  t492 2 0 3
  t493 3 2 1
  t494 0 2 3
  t495 1 3 1
  t496 1 1 0
  t497 2 2 0
  t498 0 2 3
  t499 0 3 1
  t500 3 3 0
  t501 2 1 1
  t502 2 1 2
  t503 0 3 1
  t504 1 2 0
  t505 2 0 0
  t506 1 2 3
  t507 1 0 0
  t508 2 2 2
  t509 3 3 1
  t510 2 0 0
  t511 1 3 0
  t512 1 1 2
  t513 2 2 0
  t514 3 0 1
  t515 3 0 3
  t516 2 3 2
  t517 0 2 0
  t518 0 3 1
  t519 3 0 2
  t520 3 3 2
  t521 1 2 0
  t522 1 3 0
  t523 1 2 2
  t524 0 1 0
  t525 0 2 0
  t526 0 2 2
  t527 1 2 2
  t528 2 1 0
  t529 0 2 2
  t530 2 1 0
  t531 2 3 1
  t532 0 3 0
  t533 1 3 2
  t534 1 0 1
  t535 0 2 3
  t536 1 2 3
  t537 2 3 0
  t538 2 3 2
  t539 1 0 0
  t540 0 3 3
  t541 1 1 3
  t542 1 3 2
  t543 1 3 3
  t544 0 1 3
  t545 0 3 3
  t546 1 0 1
  t547 2 3 1
  t548 2 2 0
  t549 3 2 2
  t550 0 2 2
  t551 3 3 3
  t552 3 1 3
  t553 3 3 2
  t554 0 0 3
  t555 0 3 3
  t556 3 3 3
  t557 1 3 0
  t558 1 2 2
  t559 3 0 3
  t560 2 0 0
  t561 0 2 0
  t562 0 3 3
  t563 3 2 1
  t564 2 2 3
  t565 0 0 3
  t566 0 2 2
  t567 0 1 1
  t568 1 1 1
  t569 2 1 1
  t570 3 3 1
  t571 0 0 1
  t572 3 3 1
  t573 3 1 3
  t574 3 2 0
  t575 2 2 2
  t576 2 3 1
  t577 2 2 0
  t578 0 0 0
  t579 1 2 0
  t580 0 1 0
  t581 1 1 1
  t582 3 3 3
  t583 1 2 3
  t584 0 2 3
  t585 1 3 3
  t586 3 0 2
  t587 0 2 0
  t588 0 3 1
  t589 0 3 3
  t590 1 3 0
  t591 2 2 0
  t592 2 3 1
  t593 0 1 3
  t594 3 3 1
  t595 0 1 3
  t596 2 3 0
  t597 2 3 1
  t598 1 1 0
  t599 0 0 1
  t600 0 0 1
  t601 0 3 1
  t602 3 3 0
  t603 1 1 1
  t604 0 1 1
  t605 1 1 0
  t606 3 0 0
  t607 1 2 3
  t608 1 3 1
  t609 0 1 0
  t610 3 1 0
  t611 2 1 1
  t612 1 1 3
  t613 0 2 1
  t614 2 3 0
  t615 1 0 0
  t616 3 2 1
  t617 0 1 1
  t618 3 0 3
  t619 1 3 3
  t620 3 2 1
  t621 0 0 1
  t622 3 1 1
  t623 1 1 1
  t624 3 3 2
  t625 1 2 1
  t626 0 0 3
  t627 3 3 0
  t628 1 0 1
  t629 2 0 3
  t630 3 0 3
  t631 1 3 0
  t632 0 3 1
  t633 2 2 0
  t634 3 0 2
  t635 0 1 2
  t636 0 1 2
  t637 3 0 2
  t638 3 0 2
  t639 2 1 0
  t640 1 0 1
  t641 1 1 0
  t642 1 2 3
  t643 1 0 2
  t644 2 3 3
  t645 1 1 1
  t646 2 1 2
  t647 1 2 1
  t648 1 0 1
  t649 2 1 0
  t650 1 3 1
  t651 0 3 1
  t652 1 2 3
  t653 1 3 0
  t654 1 0 0
  t655 1 2 2
  t656 1 1 1
  t657 3 3 3
  t658 0 3 3
  t659 2 2 2
  t660 0 3 3
  t661 3 1 0
  t662 2 2 3
  t663 3 3 3
  t664 1 3 3
  t665 2 3 0
  t666 2 3 2
  t667 3 0 2
  t668 2 3 3
  t669 0 0 1
  t670 1 3 2
  t671 2 3 0
  t672 0 1 0
  t673 2 2 2
  t674 2 0 2
  t675 3 1 1
  t676 1 0 3
  t677 1 3 2
  t678 3 2 2
  t679 1 1 2
  t680 1 3 0
  t681 3 1 0
  t682 0 0 0
  t683 0 0 1
  t684 1 0 1
  t685 2 1 1
  t686 0 0 1
  t687 1 0 1
  t688 2 1 0
  t689 3 1 1
  t690 2 3 1
  t691 2 0 2
  t692 3 3 2
  t693 3 3 0
  t694 1 3 3
  t695 0 1 3
  t696 1 2 2
  t697 3 1 3
  t698 2 2 3
  t699 2 3 0
  t700 3 1 0
  t701 3 1 2
  t702 0 3 1
  t703 3 2 2
  t704 0 3 3
  t705 3 3 0
  t706 2 3 1
  t707 3 3 3
  t708 1 0 2
  t709 3 2 2
  t710 0 2 0
  t711 0 2 3
  t712 1 1 0
  t713 0 1 2
  t714 3 3 0
  t715 0 3 3
  t716 0 0 2
  t717 2 2 3
  t718 0 1 2
  t719 3 0 0
  t720 2 3 1
  t721 2 2 2
  t722 3 3 1
  t723 1 3 3
  t724 3 0 1
  t725 1 1 3
  t726 0 3 2
  t727 1 1 1
  t728 1 3 3
  t729 1 2 0
  t730 1 3 0
  t731 2 3 0
  t732 1 0 2
  t733 1 0 2
  t734 1 1 0
  t735 2 3 0
  t736 2 2 3
  t737 2 2 2
  t738 0 1 3
  t739 0 1 3
  t740 2 0 2
  t741 3 3 2
  t742 3 2 0
  t743 0 3 2
  t744 0 3 0
  t745 2 0 1
  t746 1 3 3
  t747 2 2 1
  t748 2 3 1
  t749 1 3 2
  t750 3 3 2
  t751 2 0 3
  t752 0 1 2
  t753 3 3 1
  t754 3 3 0
  t755 1 3 2
  t756 0 3 2
  t757 3 2 0
  t758 0 1 2
  t759 0 2 3
  t760 2 0 1
  t761 3 3 0
  t762 3 2 2
  t763 3 2 2
  t764 2 2 1
  t765 1 3 1
  t766 1 0 2
  t767 3 3 3
  t768 3 3 1
  t769 0 2 1
  t770 1 0 1
  t771 1 0 0
  t772 3 0 1
  t773 3 3 0
  t774 3 1 0
  t775 0 3 3
  t776 1 0 1
  t777 3 1 2
  t778 2 1 0
  t779 1 3 3
  t780 3 3 1
  t781 0 2 1
  t782 0 3 0
  t783 1 2 3
  t784 0 0 0
  t785 3 3 2
  t786 0 0 3
  t787 3 0 2
  t788 3 2 1
  t789 0 2 3
  t790 0 0 1
  t791 3 3 2
  t792 0 1 1
  t793 1 1 1
  t794 1 2 1
  t795 0 1 3
  t796 0 1 2
  t797 0 0 3
  t798 2 3 3
  t799 3 0 0
  t800 2 0 3
  t801 3 2 3
  t802 2 3 3
  t803 1 2 3
  t804 3 2 1
  t805 2 3 1
  t806 3 3 2
  t807 0 2 2
  t808 0 2 0
  t809 0 1 2
  t810 0 2 0
  t811 3 0 0
  t812 0 0 2
  t813 3 3 1
  t814 1 1 3
  t815 3 2 1
  t816 2 2 1
  t817 1 3 3
  t818 2 3 0
  t819 0 2 1
  t820 3 1 0
  t821 3 2 2
  t822 1 3 3
  t823 1 0 2
  t824 2 0 2
  t825 1 0 2
  t826 3 0 2
  t827 2 0 3
  t828 0 2 1
  t829 2 1 1
  t830 1 3 1
  t831 0 0 1
  t832 3 2 3
  t833 3 3 3
  t834 1 1 3
  t835 0 3 0
  t836 2 3 0
  t837 2 1 2
  t838 2 3 1
  t839 3 2 1
  t840 0 2 0
  t841 2 3 3
  t842 1 3 3
  t843 0 3 1
  t844 0 2 1
  t845 2 0 0
  t846 0 1 0
  t847 1 2 1
  t848 0 2 0
  t849 2 1 0
  t850 3 0 0
  t851 2 1 0
  t852 3 0 2
  t853 0 3 2
  t854 2 3 0
  t855 1 3 2
  t856 3 3 3
  t857 1 2 0
  t858 1 3 0
  t859 1 1 3
  t860 0 3 2
  t861 0 2 2
  t862 1 2 1
  t863 0 0 0
  t864 2 1 2
  t865 3 1 2
  t866 2 1 3
  t867 1 3 0
  t868 0 0 3
  t869 3 0 3
  t870 3 1 2
  t871 0 2 1
  t872 0 3 1
  t873 3 2 3
  t874 1 1 1
  t875 2 1 2
  t876 2 3 3
  t877 3 2 3
  t878 0 0 3
  t879 2 3 2
  t880 0 3 1
  t881 2 0 0
  t882 0 2 1
  t883 1 0 1
  t884 3 3 0
  t885 0 2 1
  t886 0 3 0
  t887 0 3 0
  t888 1 0 3
  t889 0 0 2
  t890 0 0 0
  t891 1 2 3
  t892 3 1 0
  t893 2 3 2
  t894 1 3 2
  t895 0 1 1
  t896 0 2 1
  t897 2 3 2
  t898 2 2 2
  t899 3 3 0
  t900 3 1 3
;

#=========================
# Resource Demands / Capacity
#=========================
param d : r1 r2 :=
  t1 1 1
  t2 3 2
  t3 2 2
  t4 1 1
  t5 4 1
  t6 1 1
  t7 2 2
  t8 1 2
  t9 4 2
  t10 4 3
  t11 1 2
  t12 4 3
  t13 3 2
  t14 2 3
  t15 1 1
  t16 4 1
  t17 3 3
  t18 3 1
  t19 4 1
  t20 4 1
  t21 3 3
  t22 2 1
  t23 1 2
  t24 3 1
  t25 2 1
  t26 4 3
  t27 4 3
  t28 2 3
  t29 3 2
  t30 3 1
  t31 2 2
  t32 2 4
  t33 4 3
  t34 2 3
  t35 1 2
  t36 1 3
  t37 4 3
  t38 1 2
  t39 3 2
  t40 4 4
  t41 4 2
  t42 3 2
  t43 2 3
  t44 4 4
  t45 3 2
  t46 2 4
  t47 1 1
  t48 1 2
  t49 2 4
  t50 1 4
  t51 4 4
  t52 3 1
  t53 1 3
  t54 3 1
  t55 3 4
  t56 2 4
  t57 1 3
  t58 2 1
  t59 3 2
  t60 2 3
  t61 2 1
  t62 3 4
  t63 1 1
  t64 3 3
  t65 2 1
  t66 2 1
  t67 1 4
  t68 1 2
  t69 2 4
  t70 2 3
  t71 4 2
  t72 2 3
  t73 4 3
  t74 4 4
  t75 1 2
  t76 2 1
  t77 3 1
  t78 2 2
  t79 1 1
  t80 1 2
  t81 1 1
  t82 3 1
  t83 2 3
  t84 4 2
  t85 2 4
  t86 2 4
  t87 4 2
  t88 1 1
  t89 4 3
  t90 4 4
  t91 4 1
  t92 1 1
  t93 4 3
  t94 1 2
  t95 2 2
  t96 4 2
  t97 4 2
  t98 3 4
  t99 2 1
  t100 4 1
  t101 1 1
  t102 1 2
  t103 2 4
  t104 4 4
  t105 2 4
  t106 1 2
  t107 4 1
  t108 4 3
  t109 4 3
  t110 4 4
  t111 2 2
  t112 3 2
  t113 1 1
  t114 3 1
  t115 1 4
  t116 2 1
  t117 1 2
  t118 1 1
  t119 2 4
  t120 1 2
  t121 1 1
  t122 4 3
  t123 3 2
  t124 3 2
  t125 3 4
  t126 2 3
  t127 4 3
  t128 1 1
  t129 4 1
  t130 1 2
  t131 3 2
  t132 3 1
  t133 2 3
  t134 3 2
  t135 4 3
  t136 1 3
  t137 1 2
  t138 3 1
  t139 1 2
  t140 3 3
  t141 2 3
  t142 2 3
  t143 4 3
  t144 1 1
  t145 4 3
  t146 1 1
  t147 3 2
  t148 3 2
  t149 4 4
  t150 1 1
  t151 1 2
  t152 1 3
  t153 2 4
  t154 2 1
  t155 3 3
  t156 1 3
  t157 2 2
  t158 1 3
  t159 4 2
  t160 2 2
  t161 2 4
  t162 1 2
  t163 3 4
  t164 2 3
  t165 2 1
  t166 4 1
  t167 4 2
  t168 2 4
  t169 3 3
  t170 2 2
  t171 1 2
  t172 4 3
  t173 3 1
  t174 3 3
  t175 4 3
  t176 1 1
  t177 3 2
  t178 3 1
  t179 1 4
  t180 3 3
  t181 4 1
  t182 4 2
  t183 3 1
  t184 4 1
  t185 2 3
  t186 4 1
  t187 3 3
  t188 1 3
  t189 3 4
  t190 3 4
  t191 3 2
  t192 2 4
  t193 4 2
  t194 3 4
  t195 1 3
  t196 3 2
  t197 4 3
  t198 4 4
  t199 4 2
  t200 4 2
  t201 1 3
  t202 3 1
  t203 2 3
  t204 2 2
  t205 2 1
