

#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700 t701 t702 t703 t704 t705 t706 t707 t708 t709 t710 t711 t712 t713 t714 t715 t716 t717 t718 t719 t720 t721 t722 t723 t724 t725 t726 t727 t728 t729 t730 t731 t732 t733 t734 t735 t736 t737 t738 t739 t740 t741 t742 t743 t744 t745 t746 t747 t748 t749 t750 t751 t752 t753 t754 t755 t756 t757 t758 t759 t760 t761 t762 t763 t764 t765 t766 t767 t768 t769 t770 t771 t772 t773 t774 t775 t776 t777 t778 t779 t780 t781 t782 t783 t784 t785 t786 t787 t788 t789 t790 t791 t792 t793 t794 t795 t796 t797 t798 t799 t800;
set S := s1 s2 s3;
param N := 111;
  t105 0 2 3
  t106 2 1 2
  t107 3 1 2
  t108 1 3 3
  t109 1 1 0
  t110 3 0 3
  t111 1 1 3
  t112 3 3 3
  t113 2 0 1
  t114 0 3 3
  t115 0 1 1
  t116 3 1 0
  t117 2 0 1
  t118 2 1 3
  t119 0 3 0
  t120 0 2 1
  t121 1 1 3
  t122 3 1 3
  t123 1 3 0
  t124 2 0 1
  t125 1 0 3
  t126 3 3 0
  t127 3 1 0
  t128 0 2 1
  t129 3 1 3
  t130 3 1 1
  t131 1 2 0
  t132 3 1 3
  t133 3 3 0
  t134 1 0 1
  t135 1 3 0
  t136 2 2 0
  t137 1 0 2
  t138 2 0 0
  t139 2 3 1
  t140 0 2 2
  t141 1 2 2
  t142 1 0 1
  t143 1 1 3
  t144 2 3 0
  t145 2 3 2
  t146 0 2 3
  t147 1 2 2
  t148 1 3 0
  t149 3 0 3
  t150 3 1 1
  t151 2 0 1
  t152 2 3 0
  t153 3 1 1
  t154 0 2 3
  t155 0 3 0
  t156 2 1 1
  t157 0 1 2
  t158 3 3 0
  t159 0 3 3
  t160 1 0 2
  t161 1 1 2
  t162 3 0 3
  t163 0 2 3
  t164 2 1 0
  t165 0 2 0
  t166 2 3 3
  t167 1 0 0
  t168 1 2 0
  t169 1 1 3
  t170 0 1 0
  t171 1 2 2
  t172 1 0 2
  t173 0 0 3
  t174 0 1 1
  t175 0 0 0
  t176 3 3 1
  t177 3 2 3
  t178 0 2 0
  t179 0 0 2
  t180 0 3 2
  t181 2 1 2
  t182 1 1 0
  t183 1 2 2
  t184 2 1 1
  t185 0 2 0
  t186 3 3 0
  t187 3 0 1
  t188 2 3 2
  t189 1 1 0
  t190 1 3 3
  t191 2 3 3
  t192 0 2 0
  t193 1 1 3
  t194 2 1 3
  t195 1 3 1
  t196 0 1 3
  t197 2 0 1
  t198 0 0 3
  t199 3 3 3
  t200 2 1 2
  t201 0 1 3
  t202 3 0 3
  t203 1 1 0
  t204 3 3 2
  t205 1 2 1
  t206 0 2 1
  t207 1 2 0
  t208 3 1 1
  t209 2 0 1
  t210 3 2 3
  t211 0 1 3
  t212 1 2 2
  t213 1 1 2
  t214 3 0 2
  t215 1 3 1
  t216 2 1 2
  t217 1 3 0
  t218 2 1 0
  t219 2 1 2
  t220 2 0 1
  t221 2 0 0
  t222 3 3 3
  t223 3 3 1
  t224 0 2 2
  t225 0 1 1
  t226 0 3 3
  t227 3 0 2
  t228 3 2 2
  t229 0 3 0
  t230 3 2 3
  t231 0 1 0
  t232 2 3 2
  t233 3 2 2
  t234 0 3 2
  t235 0 0 2
  t236 1 0 3
  t237 1 2 3
  t238 1 3 1
  t239 1 3 3
  t240 2 0 3
  t241 2 3 3
  t242 1 0 0
  t243 2 2 3
  t244 3 1 3
  t245 3 3 1
  t246 2 0 2
  t247 3 1 2
  t248 2 0 3
  t249 3 2 1
  t250 3 0 1
  t251 1 3 2
  t252 2 3 0
  t253 3 3 3
  t254 2 1 0
  t255 3 1 1
  t256 1 3 0
  t257 1 0 2
  t258 2 3 3
  t259 3 3 0
  t260 2 2 0
  t261 2 2 2
  t262 1 1 3
  t263 0 2 3
  t264 0 1 1
  t265 2 2 1
  t266 3 2 1
  t267 1 1 3
  t268 2 2 0
  t269 0 1 0
  t270 2 0 1
  t271 3 3 2
  t272 3 1 0
  t273 2 1 1
  t274 1 3 3
  t275 3 0 1
  t276 2 1 0
  t277 2 1 3
  t278 2 0 2
  t279 2 1 3
  t280 1 0 1
  t281 0 1 2
  t282 2 0 0
  t283 0 3 3
  t284 2 1 0
  t285 0 2 1
  t286 0 0 3
  t287 1 1 3
  t288 0 3 3
  t289 0 0 3
  t290 0 2 3
  t291 3 0 0
  t292 2 0 0
  t293 1 2 2
  t294 2 0 3
  t295 3 3 0
  t296 1 3 3
  t297 1 3 0
  t298 3 3 0
  t299 2 1 0
  t300 3 3 0
  t301 3 1 3
  t302 2 0 1
  t303 3 0 3
  t304 0 3 0
  t305 0 3 0
  t306 2 1 2
  t307 1 2 3
  t308 0 1 2
  t309 2 0 3
  t310 0 1 0
  t311 3 2 3
  t312 0 3 1
  t313 0 3 3
  t314 1 0 2
  t315 3 1 3
  t316 3 1 2
  t317 1 1 2
  t318 1 2 2
  t319 3 2 0
  t320 0 1 0
  t321 1 2 0
  t322 0 3 1
  t323 1 2 3
  t324 2 0 2
  t325 3 2 1
  t326 3 0 1
  t327 3 3 2
  t328 2 2 1
  t329 2 0 2
  t330 2 2 1
  t331 0 1 3
  t332 1 2 2
  t333 3 0 2
  t334 1 2 0
  t335 2 2 3
  t336 2 2 0
  t337 0 1 3
  t338 3 1 3
  t339 0 0 2
  t340 1 3 3
  t341 2 3 0
  t342 0 2 0
  t343 0 3 3
  t344 1 1 3
  t345 1 2 1
  t346 0 3 0
  t347 2 3 1
  t348 1 2 0
  t349 0 3 0
  t350 2 1 3
  t351 1 0 0
  t352 3 2 2
  t353 2 3 0
  t354 1 2 1
  t355 3 2 3
  t356 1 0 1
  t357 2 0 0
  t358 3 1 2
  t359 3 2 1
  t360 1 0 2
  t361 1 1 1
  t362 1 1 2
  t363 3 0 2
  t364 1 2 3
  t365 0 0 2
  t366 1 3 0
  t367 3 3 2
  t368 0 1 1
  t369 2 1 1
  t370 0 3 0
  t371 3 1 0
  t372 1 1 0
  t373 0 2 3
  t374 0 0 3
  t375 3 1 1
  t376 2 2 0
  t377 3 0 1
  t378 3 0 3
  t379 0 0 3
  t380 0 3 0
  t381 1 3 0
  t382 2 1 2
  t383 3 1 0
  t384 0 0 1
  t385 2 1 2
  t386 3 2 2
  t387 3 3 2
  t388 3 2 2
  t389 0 3 0
  t390 3 0 3
  t391 1 3 0
  t392 2 0 3
  t393 2 0 3
  t394 1 2 0
  t395 1 1 2
  t396 1 2 2
  t397 1 0 0
  t398 2 2 1
  t399 0 1 0
  t400 2 0 2
  t401 2 3 3
  t402 3 0 0
  t403 3 1 3
  t404 0 1 0
  t405 0 1 2
  t406 2 1 1
  t407 2 1 1
  t408 1 0 3
  t409 0 2 2
  t410 2 1 2
  t411 1 3 0
  t412 3 3 3
  t413 0 3 0
  t414 2 2 2
  t415 2 1 3
  t416 2 3 3
  t417 1 1 2
  t418 3 1 1
  t419 1 3 2
  t420 2 0 0
  t421 1 3 3
  t422 2 2 0
  t423 2 1 1
  t424 2 3 0
  t425 2 1 2
  t426 3 0 2
  t427 2 2 3
  t428 2 3 1
  t429 1 2 1
  t430 0 0 0
  t431 0 2 1
  t432 2 1 3
  t433 1 0 2
  t434 2 3 1
  t435 3 3 2
  t436 1 3 2
  t437 1 0 1
  t438 3 0 3
  t439 3 1 2
  t440 3 1 3
  t441 2 3 2
  t442 2 1 1
  t443 0 3 3
  t444 0 0 0
  t445 2 1 0
  t446 1 3 2
  t447 3 3 2
  t448 0 3 3
  t449 2 0 1
  t450 1 1 0
  t451 3 2 1
  t452 0 3 1
  t453 1 1 2
  t454 2 0 1
  t455 3 1 0
  t456 3 2 0
  t457 0 3 2
  t458 3 0 2
  t459 0 3 2
  t460 1 1 2
  t461 2 1 1
  t462 2 2 0
  t463 1 2 1
  t464 3 3 1
  t465 2 2 0
  t466 0 1 1
  t467 1 0 3
  t468 2 2 0
  t469 3 3 2
  t470 2 2 0
  t471 0 0 1
  t472 1 1 1
  t473 3 2 3
  t474 1 3 2
  t475 3 2 2
  t476 3 1 1
  t477 2 3 3
  t478 2 0 1
  t479 2 1 0
  t480 1 0 2
  t481 2 1 2
  t482 3 1 2
  t483 3 0 2
  t484 3 0 2
  t485 0 0 0
  t486 0 1 1
  t487 3 0 3
  t488 1 2 3
  t489 3 0 3
  t490 3 1 3
  t491 1 0 3
  t492 0 3 2
  t493 2 0 1
  t494 3 1 0
  t495 2 0 0
  t496 1 0 0
  t497 3 2 1
  t498 2 3 1
  t499 0 1 2
  t500 2 3 0
  t501 2 0 3
  t502 0 3 0
  t503 3 0 1
  t504 2 3 0
  t505 2 1 2
  t506 3 2 1
  t507 1 3 1
  t508 1 2 2
  t509 1 1 1
  t510 1 1 1
  t511 0 2 0
  t512 3 3 1
  t513 1 0 2
  t514 1 1 0
  t515 3 3 1
  t516 3 1 1
  t517 0 3 1
  t518 1 3 3
  t519 3 3 3
  t520 0 0 3
  t521 3 3 0
  t522 3 2 3
  t523 2 0 1
  t524 0 0 1
  t525 2 0 3
  t526 3 2 1
  t527 0 2 3
  t528 1 3 1
  t529 1 1 0
  t530 2 2 0
  t531 0 2 3
  t532 0 3 1
  t533 3 3 0
  t534 2 1 1
  t535 2 1 2
  t536 0 3 1
  t537 1 2 0
  t538 2 0 0
  t539 1 2 3
  t540 1 0 0
  t541 2 2 2
  t542 3 3 1
  t543 2 0 0
  t544 1 3 0
  t545 1 1 2
  t546 2 2 0
  t547 3 0 1
  t548 3 0 3
  t549 2 3 2
  t550 0 2 0
  t551 0 3 1
  t552 3 0 2
  t553 3 3 2
  t554 1 2 0
  t555 1 3 0
  t556 1 2 2
  t557 0 1 0
  t558 0 2 0
  t559 0 2 2
  t560 1 2 2
  t561 2 1 0
  t562 0 2 2
  t563 2 1 0
  t564 2 3 1
  t565 0 3 0
  t566 1 3 2
  t567 1 0 1
  t568 0 2 3
  t569 1 2 3
  t570 2 3 0
  t571 2 3 2
  t572 1 0 0
  t573 0 3 3
  t574 1 1 3
  t575 1 3 2
  t576 1 3 3
  t577 0 1 3
  t578 0 3 3
  t579 1 0 1
  t580 2 3 1
  t581 2 2 0
  t582 3 2 2
  t583 0 2 2
  t584 3 3 3
  t585 3 1 3
  t586 3 3 2
  t587 0 0 3
  t588 0 3 3
  t589 3 3 3
  t590 1 3 0
  t591 1 2 2
  t592 3 0 3
  t593 2 0 0
  t594 0 2 0
  t595 0 3 3
  t596 3 2 1
  t597 2 2 3
  t598 0 0 3
  t599 0 2 2
  t600 0 1 1
  t601 1 1 1
  t602 2 1 1
  t603 3 3 1
  t604 0 0 1
  t605 3 3 1
  t606 3 1 3
  t607 3 2 0
  t608 2 2 2
  t609 2 3 1
  t610 2 2 0
  t611 0 0 0
  t612 1 2 0
  t613 0 1 0
  t614 1 1 1
  t615 3 3 3
  t616 1 2 3
  t617 0 2 3
  t618 1 3 3
  t619 3 0 2
  t620 0 2 0
  t621 0 3 1
  t622 0 3 3
  t623 1 3 0
  t624 2 2 0
  t625 2 3 1
  t626 0 1 3
  t627 3 3 1
  t628 0 1 3
  t629 2 3 0
  t630 2 3 1
  t631 1 1 0
  t632 0 0 1
  t633 0 0 1
  t634 0 3 1
  t635 3 3 0
  t636 1 1 1
  t637 0 1 1
  t638 1 1 0
  t639 3 0 0
  t640 1 2 3
  t641 1 3 1
  t642 0 1 0
  t643 3 1 0
  t644 2 1 1
  t645 1 1 3
  t646 0 2 1
  t647 2 3 0
  t648 1 0 0
  t649 3 2 1
  t650 0 1 1
  t651 3 0 3
  t652 1 3 3
  t653 3 2 1
  t654 0 0 1
  t655 3 1 1
  t656 1 1 1
  t657 3 3 2
  t658 1 2 1
  t659 0 0 3
  t660 3 3 0
  t661 1 0 1
  t662 2 0 3
  t663 3 0 3
  t664 1 3 0
  t665 0 3 1
  t666 2 2 0
  t667 3 0 2
  t668 0 1 2
  t669 0 1 2
  t670 3 0 2
  t671 3 0 2
  t672 2 1 0
  t673 1 0 1
  t674 1 1 0
  t675 1 2 3
  t676 1 0 2
  t677 2 3 3
  t678 1 1 1
  t679 2 1 2
  t680 1 2 1
  t681 1 0 1
  t682 2 1 0
  t683 1 3 1
  t684 0 3 1
  t685 1 2 3
  t686 1 3 0
  t687 1 0 0
  t688 1 2 2
  t689 1 1 1
  t690 3 3 3
  t691 0 3 3
  t692 2 2 2
  t693 0 3 3
  t694 3 1 0
  t695 2 2 3
  t696 3 3 3
  t697 1 3 3
  t698 2 3 0
  t699 2 3 2
  t700 3 0 2
  t701 2 3 3
  t702 0 0 1
  t703 1 3 2
  t704 2 3 0
  t705 0 1 0
  t706 2 2 2
  t707 2 0 2
  t708 3 1 1
  t709 1 0 3
  t710 1 3 2
  t711 3 2 2
  t712 1 1 2
  t713 1 3 0
  t714 3 1 0
  t715 0 0 0
  t716 0 0 1
  t717 1 0 1
  t718 2 1 1
  t719 0 0 1
  t720 1 0 1
  t721 2 1 0
  t722 3 1 1
  t723 2 3 1
  t724 2 0 2
  t725 3 3 2
  t726 3 3 0
  t727 1 3 3
  t728 0 1 3
  t729 1 2 2
  t730 3 1 3
  t731 2 2 3
  t732 2 3 0
  t733 3 1 0
  t734 3 1 2
  t735 0 3 1
  t736 3 2 2
  t737 0 3 3
  t738 3 3 0
  t739 2 3 1
  t740 3 3 3
  t741 1 0 2
  t742 3 2 2
  t743 0 2 0
  t744 0 2 3
  t745 1 1 0
  t746 0 1 2
  t747 3 3 0
  t748 0 3 3
  t749 0 0 2
  t750 2 2 3
  t751 0 1 2
  t752 3 0 0
  t753 2 3 1
  t754 2 2 2
  t755 3 3 1
  t756 1 3 3
  t757 3 0 1
  t758 1 1 3
  t759 0 3 2
  t760 1 1 1
  t761 1 3 3
  t762 1 2 0
  t763 1 3 0
  t764 2 3 0
  t765 1 0 2
  t766 1 0 2
  t767 1 1 0
  t768 2 3 0
  t769 2 2 3
  t770 2 2 2
  t771 0 1 3
  t772 0 1 3
  t773 2 0 2
  t774 3 3 2
  t775 3 2 0
  t776 0 3 2
  t777 0 3 0
  t778 2 0 1
  t779 1 3 3
  t780 2 2 1
  t781 2 3 1
  t782 1 3 2
  t783 3 3 2
  t784 2 0 3
  t785 0 1 2
  t786 3 3 1
  t787 3 3 0
  t788 1 3 2
  t789 0 3 2
  t790 3 2 0
  t791 0 1 2
  t792 0 2 3
  t793 2 0 1
  t794 3 3 0
  t795 3 2 2
  t796 3 2 2
  t797 2 2 1
  t798 1 3 1
  t799 1 0 2
  t800 3 3 3
;

#=========================
# Resource Demands / Capacity
#=========================
param d : r1 r2 :=
  t1 1 1
  t2 3 2
  t3 2 2
  t4 1 1
  t5 4 1
  t6 1 1
  t7 2 2
  t8 1 2
  t9 4 2
  t10 4 3
  t11 1 2
  t12 4 3
  t13 3 2
  t14 2 3
  t15 1 1
  t16 4 1
  t17 3 3
  t18 3 1
  t19 4 1
  t20 4 1
  t21 3 3
  t22 2 1
  t23 1 2
  t24 3 1
  t25 2 1
  t26 4 3
  t27 4 3
  t28 2 3
  t29 3 2
  t30 3 1
  t31 2 2
  t32 2 4
  t33 4 3
  t34 2 3
  t35 1 2
  t36 1 3
  t37 4 3
  t38 1 2
  t39 3 2
  t40 4 4
  t41 4 2
  t42 3 2
  t43 2 3
  t44 4 4
  t45 3 2
  t46 2 4
  t47 1 1
  t48 1 2
  t49 2 4
  t50 1 4
  t51 4 4
  t52 3 1
  t53 1 3
  t54 3 1
  t55 3 4
  t56 2 4
  t57 1 3
  t58 2 1
  t59 3 2
  t60 2 3
  t61 2 1
  t62 3 4
  t63 1 1
  t64 3 3
  t65 2 1
  t66 2 1
  t67 1 4
  t68 1 2
  t69 2 4
  t70 2 3
  t71 4 2
  t72 2 3
  t73 4 3
  t74 4 4
  t75 1 2
  t76 2 1
  t77 3 1
  t78 2 2
  t79 1 1
  t80 1 2
  t81 1 1
  t82 3 1
  t83 2 3
  t84 4 2
  t85 2 4
  t86 2 4
  t87 4 2
  t88 1 1
  t89 4 3
  t90 4 4
  t91 4 1
  t92 1 1
  t93 4 3
  t94 1 2
  t95 2 2
  t96 4 2
  t97 4 2
  t98 3 4
  t99 2 1
  t100 4 1
  t101 1 1
  t102 1 2
  t103 2 4
  t104 4 4
  t105 2 4
  t106 1 2
  t107 4 1
  t108 4 3
  t109 4 3
  t110 4 4
  t111 2 2
  t112 3 2
  t113 1 1
  t114 3 1
  t115 1 4
  t116 2 1
  t117 1 2
  t118 1 1
  t119 2 4
  t120 1 2
  t121 1 1
  t122 4 3
  t123 3 2
  t124 3 2
  t125 3 4
  t126 2 3
  t127 4 3
  t128 1 1
  t129 4 1
  t130 1 2
  t131 3 2
  t132 3 1
  t133 2 3
  t134 3 2
  t135 4 3
  t136 1 3
  t137 1 2
  t138 3 1
  t139 1 2
  t140 3 3
  t141 2 3
  t142 2 3
  t143 4 3
  t144 1 1
  t145 4 3
  t146 1 1
  t147 3 2
  t148 3 2
  t149 4 4
  t150 1 1
  t151 1 2
  t152 1 3
  t153 2 4
  t154 2 1
  t155 3 3
  t156 1 3
  t157 2 2
  t158 1 3
  t159 4 2
  t160 2 2
  t161 2 4
  t162 1 2
  t163 3 4
  t164 2 3
  t165 2 1
  t166 4 1
  t167 4 2
  t168 2 4
  t169 3 3
  t170 2 2
  t171 1 2
  t172 4 3
  t173 3 1
  t174 3 3
  t175 4 3
  t176 1 1
  t177 3 2
  t178 3 1
  t179 1 4
  t180 3 3
  t181 4 1
  t182 4 2
  t183 3 1
  t184 4 1
  t185 2 3
  t186 4 1
  t187 3 3
  t188 1 3
  t189 3 4
  t190 3 4
  t191 3 2
  t192 2 4
  t193 4 2
  t194 3 4
  t195 1 3
  t196 3 2
  t197 4 3
  t198 4 4
  t199 4 2
  t200 4 2
  t201 1 3
  t202 3 1
  t203 2 3
  t204 2 2
  t205 2 1
  t206 1 2
  t207 4 1
  t208 4 4
  t209 2 4
  t210 4 4
  t211 2 2
  t212 1 1
  t213 4 2
  t214 2 4
  t215 1 2
  t216 1 4
  t217 2 4
  t218 3 4
  t219 4 4
  t220 2 4
  t221 4 3
  t222 2 3
  t223 4 2
  t224 3 4
  t225 1 3
  t226 2 3
  t227 3 3
  t228 1 2
  t229 2 2
  t230 4 2
  t231 2 1
  t232 4 4
  t233 3 4
  t234 4 1
  t235 2 4
  t236 4 1
  t237 4 4
  t238 1 3
  t239 3 4
  t240 4 2
  t241 4 2
  t242 3 4
  t243 4 1
  t244 4 3
  t245 4 2
  t246 4 2
  t247 1 4
  t248 1 1
  t249 4 2
  t250 4 2
  t251 1 3
  t252 4 3
  t253 2 4
  t254 3 3
  t255 4 3
  t256 4 3
  t257 1 4
  t258 1 1
  t259 3 2
  t260 1 1
  t261 1 2
  t262 2 1
  t263 2 2
  t264 2 4
  t265 1 2
  t266 4 3
  t267 3 2
  t268 1 2
  t269 3 1
  t270 1 3
  t271 4 4
  t272 2 1
  t273 2 1
  t274 3 1
  t275 1 3
  t276 4 3
  t277 1 3
  t278 1 4
  t279 4 1
  t280 4 3
  t281 4 2
  t282 4 2
  t283 3 4
  t284 4 4
  t285 3 3
  t286 2 1
  t287 3 4
  t288 2 4
  t289 4 3
  t290 1 4
  t291 3 2
  t292 4 2
  t293 3 3
  t294 3 3
  t295 3 1
  t296 2 1
  t297 2 4
  t298 4 2
  t299 4 4
  t300 4 1
  t301 1 3
  t302 2 4
  t303 2 3
  t304 3 4
  t305 3 4
  t306 3 3
  t307 4 3
  t308 3 3
  t309 2 1
  t310 2 3
  t311 1 2
  t312 2 2
  t313 4 3
  t314 3 1
  t315 2 3
  t316 2 3
  t317 2 3
  t318 1 2
  t319 3 1
  t320 1 3
  t321 2 4
  t322 1 1
  t323 3 4
  t324 4 4
  t325 3 2
  t326 1 3
  t327 4 1
  t328 1 4
  t329 4 1
  t330 1 2
  t331 2 3
  t332 1 2
  t333 1 4
  t334 2 4
  t335 4 4
  t336 3 4
  t337 3 1
  t338 1 2
  t339 2 3
  t340 1 2
  t341 2 2
  t342 1 2
  t343 1 4
  t344 4 4
  t345 3 1
  t346 2 3
  t347 3 4
  t348 1 2
  t349 3 2
  t350 4 1
  t351 2 2
  t352 3 2
  t353 1 1
  t354 2 3
  t355 3 4
  t356 1 4
  t357 3 4
  t358 3 4
  t359 4 1
  t360 1 4
  t361 3 3
  t362 1 1
  t363 2 1
  t364 3 1
  t365 2 4
  t366 4 3
  t367 2 4
  t368 4 1
  t369 4 3
  t370 4 3
  t371 3 1
  t372 2 3
  t373 4 4
  t374 3 4
  t375 1 4
  t376 1 3
  t377 3 3
  t378 1 4
  t379 1 4
  t380 4 1
  t381 2 3
  t382 4 4
  t383 1 2
  t384 3 2
  t385 3 4
  t386 4 1
  t387 1 2
  t388 2 3
  t389 1 4
  t390 1 2
  t391 1 4
  t392 1 2
  t393 4 3
  t394 3 4
  t395 4 4
  t396 2 4
  t397 2 4
  t398 2 2
  t399 1 3
  t400 4 3
  t401 3 1
  t402 3 3
  t403 4 2
  t404 4 4
  t405 3 3
  t406 4 4
  t407 3 2
  t408 2 4
  t409 2 4
  t410 1 3
  t411 4 4
  t412 4 2
  t413 4 1
  t414 2 3
  t415 1 4
  t416 1 4
  t417 1 2
  t418 4 2
  t419 1 4
  t420 3 3
  t421 4 1
  t422 3 4
  t423 3 4
  t424 1 1
  t425 2 3
  t426 2 1
  t427 4 1
  t428 1 4
  t429 2 3
  t430 1 1
  t431 3 1
  t432 3 3
  t433 3 4
  t434 2 2
  t435 4 2
  t436 2 2
  t437 1 4
  t438 2 4
  t439 2 2
  t440 4 3
  t441 4 3
  t442 1 4
  t443 3 2
  t444 1 4
  t445 3 3
  t446 4 3
  t447 4 3
  t448 2 4
  t449 4 1
  t450 2 4
  t451 3 3
  t452 3 1
  t453 4 3
  t454 1 1
  t455 4 3
  t456 2 3
  t457 2 2
  t458 3 2
  t459 1 1
  t460 3 4
  t461 1 3
  t462 2 1
  t463 3 3
  t464 4 2
  t465 2 2
  t466 3 3
  t467 2 3
  t468 4 3
  t469 3 1
  t470 4 1
  t471 2 2
  t472 4 3
  t473 1 4
  t474 1 3
  t475 1 4
  t476 3 3
  t477 4 3
  t478 1 2
  t479 4 1
  t480 3 2
  t481 1 4
  t482 3 4
  t483 1 2
  t484 1 1
  t485 3 4
  t486 1 1
  t487 2 2
  t488 4 4
  t489 3 4
  t490 2 4
  t491 1 4
  t492 4 3
  t493 1 3
  t494 2 4
  t495 4 2
  t496 3 1
  t497 3 3
  t498 1 4
  t499 3 2
  t500 1 4
  t501 1 2
  t502 1 1
  t503 3 2
  t504 2 2
  t505 1 2
  t506 2 2
  t507 3 2
  t508 1 3
  t509 2 2
  t510 3 2
  t511 1 1
  t512 2 1
  t513 3 2
  t514 3 1
  t515 2 3
  t516 1 2
  t517 4 1
  t518 1 4
  t519 4 3
  t520 1 4
  t521 2 1
  t522 3 4
  t523 1 1
  t524 4 4
  t525 4 1
  t526 4 4
  t527 1 1
  t528 3 2
  t529 1 2
  t530 3 3
  t531 4 3
  t532 4 4
  t533 1 1
  t534 2 4
  t535 4 2
  t536 4 3
  t537 4 4
  t538 4 1
  t539 3 4
  t540 3 3
  t541 3 2
  t542 4 1
  t543 1 1
  t544 1 4
  t545 1 3
  t546 2 1
  t547 3 1
  t548 4 3
  t549 4 1
  t550 3 3
  t551 3 1
  t552 2 2
  t553 4 2
  t554 1 3
  t555 3 1
  t556 3 2
  t557 4 1
  t558 3 1
  t559 2 3
  t560 3 3
  t561 3 1
  t562 2 2
  t563 4 1
  t564 2 1
  t565 1 2
  t566 4 4
  t567 4 3
  t568 2 3
  t569 3 3
  t570 1 1
