#=========================
# Sets
#=========================
set T := t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 t20 t21 t22 t23 t24 t25 t26 t27 t28 t29 t30 t31 t32 t33 t34 t35 t36 t37 t38 t39 t40 t41 t42 t43 t44 t45 t46 t47 t48 t49 t50 t51 t52 t53 t54 t55 t56 t57 t58 t59 t60 t61 t62 t63 t64 t65 t66 t67 t68 t69 t70 t71 t72 t73 t74 t75 t76 t77 t78 t79 t80 t81 t82 t83 t84 t85 t86 t87 t88 t89 t90 t91 t92 t93 t94 t95 t96 t97 t98 t99 t100 t101 t102 t103 t104 t105 t106 t107 t108 t109 t110 t111 t112 t113 t114 t115 t116 t117 t118 t119 t120 t121 t122 t123 t124 t125 t126 t127 t128 t129 t130 t131 t132 t133 t134 t135 t136 t137 t138 t139 t140 t141 t142 t143 t144 t145 t146 t147 t148 t149 t150 t151 t152 t153 t154 t155 t156 t157 t158 t159 t160 t161 t162 t163 t164 t165 t166 t167 t168 t169 t170 t171 t172 t173 t174 t175 t176 t177 t178 t179 t180 t181 t182 t183 t184 t185 t186 t187 t188 t189 t190 t191 t192 t193 t194 t195 t196 t197 t198 t199 t200 t201 t202 t203 t204 t205 t206 t207 t208 t209 t210 t211 t212 t213 t214 t215 t216 t217 t218 t219 t220 t221 t222 t223 t224 t225 t226 t227 t228 t229 t230 t231 t232 t233 t234 t235 t236 t237 t238 t239 t240 t241 t242 t243 t244 t245 t246 t247 t248 t249 t250 t251 t252 t253 t254 t255 t256 t257 t258 t259 t260 t261 t262 t263 t264 t265 t266 t267 t268 t269 t270 t271 t272 t273 t274 t275 t276 t277 t278 t279 t280 t281 t282 t283 t284 t285 t286 t287 t288 t289 t290 t291 t292 t293 t294 t295 t296 t297 t298 t299 t300 t301 t302 t303 t304 t305 t306 t307 t308 t309 t310 t311 t312 t313 t314 t315 t316 t317 t318 t319 t320 t321 t322 t323 t324 t325 t326 t327 t328 t329 t330 t331 t332 t333 t334 t335 t336 t337 t338 t339 t340 t341 t342 t343 t344 t345 t346 t347 t348 t349 t350 t351 t352 t353 t354 t355 t356 t357 t358 t359 t360 t361 t362 t363 t364 t365 t366 t367 t368 t369 t370 t371 t372 t373 t374 t375 t376 t377 t378 t379 t380 t381 t382 t383 t384 t385 t386 t387 t388 t389 t390 t391 t392 t393 t394 t395 t396 t397 t398 t399 t400 t401 t402 t403 t404 t405 t406 t407 t408 t409 t410 t411 t412 t413 t414 t415 t416 t417 t418 t419 t420 t421 t422 t423 t424 t425 t426 t427 t428 t429 t430 t431 t432 t433 t434 t435 t436 t437 t438 t439 t440 t441 t442 t443 t444 t445 t446 t447 t448 t449 t450 t451 t452 t453 t454 t455 t456 t457 t458 t459 t460 t461 t462 t463 t464 t465 t466 t467 t468 t469 t470 t471 t472 t473 t474 t475 t476 t477 t478 t479 t480 t481 t482 t483 t484 t485 t486 t487 t488 t489 t490 t491 t492 t493 t494 t495 t496 t497 t498 t499 t500 t501 t502 t503 t504 t505 t506 t507 t508 t509 t510 t511 t512 t513 t514 t515 t516 t517 t518 t519 t520 t521 t522 t523 t524 t525 t526 t527 t528 t529 t530 t531 t532 t533 t534 t535 t536 t537 t538 t539 t540 t541 t542 t543 t544 t545 t546 t547 t548 t549 t550 t551 t552 t553 t554 t555 t556 t557 t558 t559 t560 t561 t562 t563 t564 t565 t566 t567 t568 t569 t570 t571 t572 t573 t574 t575 t576 t577 t578 t579 t580 t581 t582 t583 t584 t585 t586 t587 t588 t589 t590 t591 t592 t593 t594 t595 t596 t597 t598 t599 t600 t601 t602 t603 t604 t605 t606 t607 t608 t609 t610 t611 t612 t613 t614 t615 t616 t617 t618 t619 t620 t621 t622 t623 t624 t625 t626 t627 t628 t629 t630 t631 t632 t633 t634 t635 t636 t637 t638 t639 t640 t641 t642 t643 t644 t645 t646 t647 t648 t649 t650 t651 t652 t653 t654 t655 t656 t657 t658 t659 t660 t661 t662 t663 t664 t665 t666 t667 t668 t669 t670 t671 t672 t673 t674 t675 t676 t677 t678 t679 t680 t681 t682 t683 t684 t685 t686 t687 t688 t689 t690 t691 t692 t693 t694 t695 t696 t697 t698 t699 t700;
set S := s1 s2 s3;
#param N := 94;
param N := 104;
  t264 2 3 2
  t265 3 2 2
  t266 0 3 2
  t267 0 0 2
  t268 1 0 3
  t269 1 2 3
  t270 1 3 1
  t271 1 3 3
  t272 2 0 3
  t273 2 3 3
  t274 1 0 0
  t275 2 2 3
  t276 3 1 3
  t277 3 3 1
  t278 2 0 2
  t279 3 1 2
  t280 2 0 3
  t281 3 2 1
  t282 3 0 1
  t283 1 3 2
  t284 2 3 0
  t285 3 3 3
  t286 2 1 0
  t287 3 1 1
  t288 1 3 0
  t289 1 0 2
  t290 2 3 3
  t291 3 3 0
  t292 2 2 0
  t293 2 2 2
  t294 1 1 3
  t295 0 2 3
  t296 0 1 1
  t297 2 2 1
  t298 3 2 1
  t299 1 1 3
  t300 2 2 0
  t301 0 1 0
  t302 2 0 1
  t303 3 3 2
  t304 3 1 0
  t305 2 1 1
  t306 1 3 3
  t307 3 0 1
  t308 2 1 0
  t309 2 1 3
  t310 2 0 2
  t311 2 1 3
  t312 1 0 1
  t313 0 1 2
  t314 2 0 0
  t315 0 3 3
  t316 2 1 0
  t317 0 2 1
  t318 0 0 3
  t319 1 1 3
  t320 0 3 3
  t321 0 0 3
  t322 0 2 3
  t323 3 0 0
  t324 2 0 0
  t325 1 2 2
  t326 2 0 3
  t327 3 3 0
  t328 1 3 3
  t329 1 3 0
  t330 3 3 0
  t331 2 1 0
  t332 3 3 0
  t333 3 1 3
  t334 2 0 1
  t335 3 0 3
  t336 0 3 0
  t337 0 3 0
  t338 2 1 2
  t339 1 2 3
  t340 0 1 2
  t341 2 0 3
  t342 0 1 0
  t343 3 2 3
  t344 0 3 1
  t345 0 3 3
  t346 1 0 2
  t347 3 1 3
  t348 3 1 2
  t349 1 1 2
  t350 1 2 2
  t351 3 2 0
  t352 0 1 0
  t353 1 2 0
  t354 0 3 1
  t355 1 2 3
  t356 2 0 2
  t357 3 2 1
  t358 3 0 1
  t359 3 3 2
  t360 2 2 1
  t361 2 0 2
  t362 2 2 1
  t363 0 1 3
  t364 1 2 2
  t365 3 0 2
  t366 1 2 0
  t367 2 2 3
  t368 2 2 0
  t369 0 1 3
  t370 3 1 3
  t371 0 0 2
  t372 1 3 3
  t373 2 3 0
  t374 0 2 0
  t375 0 3 3
  t376 1 1 3
  t377 1 2 1
  t378 0 3 0
  t379 2 3 1
  t380 1 2 0
  t381 0 3 0
  t382 2 1 3
  t383 1 0 0
  t384 3 2 2
  t385 2 3 0
  t386 1 2 1
  t387 3 2 3
  t388 1 0 1
  t389 2 0 0
  t390 3 1 2
  t391 3 2 1
  t392 1 0 2
  t393 1 1 1
  t394 1 1 2
  t395 3 0 2
  t396 1 2 3
  t397 0 0 2
  t398 1 3 0
  t399 3 3 2
  t400 0 1 1
  t401 2 1 1
  t402 0 3 0
  t403 3 1 0
  t404 1 1 0
  t405 0 2 3
  t406 0 0 3
  t407 3 1 1
  t408 2 2 0
  t409 3 0 1
  t410 3 0 3
  t411 0 0 3
  t412 0 3 0
  t413 1 3 0
  t414 2 1 2
  t415 3 1 0
  t416 0 0 1
  t417 2 1 2
  t418 3 2 2
  t419 3 3 2
  t420 3 2 2
  t421 0 3 0
  t422 3 0 3
  t423 1 3 0
  t424 2 0 3
  t425 2 0 3
  t426 1 2 0
  t427 1 1 2
  t428 1 2 2
  t429 1 0 0
  t430 2 2 1
  t431 0 1 0
  t432 2 0 2
  t433 2 3 3
  t434 3 0 0
  t435 3 1 3
  t436 0 1 0
  t437 0 1 2
  t438 2 1 1
  t439 2 1 1
  t440 1 0 3
  t441 0 2 2
  t442 2 1 2
  t443 1 3 0
  t444 3 3 3
  t445 0 3 0
  t446 2 2 2
  t447 2 1 3
  t448 2 3 3
  t449 1 1 2
  t450 3 1 1
  t451 1 3 2
  t452 2 0 0
  t453 1 3 3
  t454 2 2 0
  t455 2 1 1
  t456 2 3 0
  t457 2 1 2
  t458 3 0 2
  t459 2 2 3
  t460 2 3 1
  t461 1 2 1
  t462 0 0 0
  t463 0 2 1
  t464 2 1 3
  t465 1 0 2
  t466 2 3 1
  t467 3 3 2
  t468 1 3 2
  t469 1 0 1
  t470 3 0 3
  t471 3 1 2
  t472 3 1 3
  t473 2 3 2
  t474 2 1 1
  t475 0 3 3
  t476 0 0 0
  t477 2 1 0
  t478 1 3 2
  t479 3 3 2
  t480 0 3 3
  t481 2 0 1
  t482 1 1 0
  t483 3 2 1
  t484 0 3 1
  t485 1 1 2
  t486 2 0 1
  t487 3 1 0
  t488 3 2 0
  t489 0 3 2
  t490 3 0 2
  t491 0 3 2
  t492 1 1 2
  t493 2 1 1
  t494 2 2 0
  t495 1 2 1
  t496 3 3 1
  t497 2 2 0
  t498 0 1 1
  t499 1 0 3
  t500 2 2 0
  t501 3 3 2
  t502 2 2 0
  t503 0 0 1
  t504 1 1 1
  t505 3 2 3
  t506 1 3 2
  t507 3 2 2
  t508 3 1 1
  t509 2 3 3
  t510 2 0 1
  t511 2 1 0
  t512 1 0 2
  t513 2 1 2
  t514 3 1 2
  t515 3 0 2
  t516 3 0 2
  t517 0 0 0
  t518 0 1 1
  t519 3 0 3
  t520 1 2 3
  t521 3 0 3
  t522 3 1 3
  t523 1 0 3
  t524 0 3 2
  t525 2 0 1
  t526 3 1 0
  t527 2 0 0
  t528 1 0 0
  t529 3 2 1
  t530 2 3 1
  t531 0 1 2
  t532 2 3 0
  t533 2 0 3
  t534 0 3 0
  t535 3 0 1
  t536 2 3 0
  t537 2 1 2
  t538 3 2 1
  t539 1 3 1
  t540 1 2 2
  t541 1 1 1
  t542 1 1 1
  t543 0 2 0
  t544 3 3 1
  t545 1 0 2
  t546 1 1 0
  t547 3 3 1
  t548 3 1 1
  t549 0 3 1
  t550 1 3 3
  t551 3 3 3
  t552 0 0 3
  t553 3 3 0
  t554 3 2 3
  t555 2 0 1
  t556 0 0 1
  t557 2 0 3
  t558 3 2 1
  t559 0 2 3
  t560 1 3 1
  t561 1 1 0
  t562 2 2 0
  t563 0 2 3
  t564 0 3 1
  t565 3 3 0
  t566 2 1 1
  t567 2 1 2
  t568 0 3 1
  t569 1 2 0
  t570 2 0 0
  t571 1 2 3
  t572 1 0 0
  t573 2 2 2
  t574 3 3 1
  t575 2 0 0
  t576 1 3 0
  t577 1 1 2
  t578 2 2 0
  t579 3 0 1
  t580 3 0 3
  t581 2 3 2
  t582 0 2 0
  t583 0 3 1
  t584 3 0 2
  t585 3 3 2
  t586 1 2 0
  t587 1 3 0
  t588 1 2 2
  t589 0 1 0
  t590 0 2 0
  t591 0 2 2
  t592 1 2 2
  t593 2 1 0
  t594 0 2 2
  t595 2 1 0
  t596 2 3 1
  t597 0 3 0
  t598 1 3 2
  t599 1 0 1
  t600 0 2 3
  t601 1 2 3
  t602 2 3 0
  t603 2 3 2
  t604 1 0 0
  t605 0 3 3
  t606 1 1 3
  t607 1 3 2
  t608 1 3 3
  t609 0 1 3
  t610 0 3 3
  t611 1 0 1
  t612 2 3 1
  t613 2 2 0
  t614 3 2 2
  t615 0 2 2
  t616 3 3 3
  t617 3 1 3
  t618 3 3 2
  t619 0 0 3
  t620 0 3 3
  t621 3 3 3
  t622 1 3 0
  t623 1 2 2
  t624 3 0 3
  t625 2 0 0
  t626 0 2 0
  t627 0 3 3
  t628 3 2 1
  t629 2 2 3
  t630 0 0 3
  t631 0 2 2
  t632 0 1 1
  t633 1 1 1
  t634 2 1 1
  t635 3 3 1
  t636 0 0 1
  t637 3 3 1
  t638 3 1 3
  t639 3 2 0
  t640 2 2 2
  t641 2 3 1
  t642 2 2 0
  t643 0 0 0
  t644 1 2 0
  t645 0 1 0
  t646 1 1 1
  t647 3 3 3
  t648 1 2 3
  t649 0 2 3
  t650 1 3 3
  t651 3 0 2
  t652 0 2 0
  t653 0 3 1
  t654 0 3 3
  t655 1 3 0
  t656 2 2 0
  t657 2 3 1
  t658 0 1 3
  t659 3 3 1
  t660 0 1 3
  t661 2 3 0
  t662 2 3 1
  t663 1 1 0
  t664 0 0 1
  t665 0 0 1
  t666 0 3 1
  t667 3 3 0
  t668 1 1 1
  t669 0 1 1
  t670 1 1 0
  t671 3 0 0
  t672 1 2 3
  t673 1 3 1
  t674 0 1 0
  t675 3 1 0
  t676 2 1 1
  t677 1 1 3
  t678 0 2 1
  t679 2 3 0
  t680 1 0 0
  t681 3 2 1
  t682 0 1 1
  t683 3 0 3
  t684 1 3 3
  t685 3 2 1
  t686 0 0 1
  t687 3 1 1
  t688 1 1 1
  t689 3 3 2
  t690 1 2 1
  t691 0 0 3
  t692 3 3 0
  t693 1 0 1
  t694 2 0 3
  t695 3 0 3
  t696 1 3 0
  t697 0 3 1
  t698 2 2 0
  t699 3 0 2
  t700 0 1 2
;

#=========================
# Resource Demands / Capacity
#=========================
param d : r1 r2 :=
  t1 1 1
  t2 3 2
  t3 2 2
  t4 1 1
  t5 4 1
  t6 1 1
  t7 2 2
  t8 1 2
  t9 4 2
  t10 4 3
  t11 1 2
  t12 4 3
  t13 3 2
  t14 2 3
  t15 1 1
  t16 4 1
  t17 3 3
  t18 3 1
  t19 4 1
  t20 4 1
  t21 3 3
  t22 2 1
  t23 1 2
  t24 3 1
  t25 2 1
  t26 4 3
  t27 4 3
  t28 2 3
  t29 3 2
  t30 3 1
  t31 2 2
  t32 2 4
  t33 4 3
  t34 2 3
  t35 1 2
  t36 1 3
  t37 4 3
  t38 1 2
  t39 3 2
  t40 4 4
  t41 4 2
  t42 3 2
  t43 2 3
  t44 4 4
  t45 3 2
  t46 2 4
  t47 1 1
  t48 1 2
  t49 2 4
  t50 1 4
  t51 4 4
  t52 3 1
  t53 1 3
  t54 3 1
  t55 3 4
  t56 2 4
  t57 1 3
  t58 2 1
  t59 3 2
  t60 2 3
  t61 2 1
  t62 3 4
  t63 1 1
  t64 3 3
  t65 2 1
  t66 2 1
  t67 1 4
  t68 1 2
  t69 2 4
  t70 2 3
  t71 4 2
  t72 2 3
  t73 4 3
  t74 4 4
  t75 1 2
  t76 2 1
  t77 3 1
  t78 2 2
  t79 1 1
  t80 1 2
  t81 1 1
  t82 3 1
  t83 2 3
  t84 4 2
  t85 2 4
  t86 2 4
  t87 4 2
  t88 1 1
  t89 4 3
  t90 4 4
  t91 4 1
  t92 1 1
  t93 4 3
  t94 1 2
  t95 2 2
  t96 4 2
  t97 4 2
  t98 3 4
  t99 2 1
  t100 4 1
  t101 1 1
  t102 1 2
  t103 2 4
  t104 4 4
  t105 2 4
  t106 1 2
  t107 4 1
  t108 4 3
  t109 4 3
  t110 4 4
  t111 2 2
  t112 3 2
  t113 1 1
  t114 3 1
  t115 1 4
  t116 2 1
  t117 1 2
  t118 1 1
  t119 2 4
  t120 1 2
  t121 1 1
  t122 4 3
  t123 3 2
  t124 3 2
  t125 3 4
  t126 2 3
  t127 4 3
  t128 1 1
  t129 4 1
  t130 1 2
  t131 3 2
  t132 3 1
  t133 2 3
  t134 3 2
  t135 4 3
  t136 1 3
  t137 1 2
  t138 3 1
  t139 1 2
  t140 3 3
  t141 2 3
  t142 2 3
  t143 4 3
  t144 1 1
  t145 4 3
  t146 1 1
  t147 3 2
  t148 3 2
  t149 4 4
  t150 1 1
  t151 1 2
  t152 1 3
  t153 2 4
  t154 2 1
  t155 3 3
  t156 1 3
  t157 2 2
  t158 1 3
  t159 4 2
  t160 2 2
  t161 2 4
  t162 1 2
  t163 3 4
  t164 2 3
  t165 2 1
  t166 4 1
  t167 4 2
  t168 2 4
  t169 3 3
  t170 2 2
  t171 1 2
  t172 4 3
  t173 3 1
  t174 3 3
  t175 4 3
  t176 1 1
  t177 3 2
  t178 3 1
  t179 1 4
  t180 3 3
  t181 4 1
  t182 4 2
  t183 3 1
  t184 4 1
  t185 2 3
  t186 4 1
  t187 3 3
  t188 1 3
  t189 3 4
  t190 3 4
  t191 3 2
  t192 2 4
  t193 4 2
  t194 3 4
  t195 1 3
  t196 3 2
  t197 4 3
  t198 4 4
  t199 4 2
  t200 4 2
  t201 1 3
  t202 3 1
  t203 2 3
  t204 2 2
  t205 2 1
  t206 1 2
  t207 4 1
  t208 4 4
  t209 2 4
  t210 4 4
  t211 2 2
  t212 1 1
  t213 4 2
  t214 2 4
  t215 1 2
  t216 1 4
  t217 2 4
  t218 3 4
  t219 4 4
  t220 2 4
  t221 4 3
  t222 2 3
  t223 4 2
  t224 3 4
  t225 1 3
  t226 2 3
  t227 3 3
  t228 1 2
  t229 2 2
  t230 4 2
  t231 2 1
  t232 4 4
  t233 3 4
  t234 4 1
  t235 2 4
  t236 4 1
  t237 4 4
  t238 1 3
  t239 3 4
  t240 4 2
  t241 4 2
  t242 3 4
  t243 4 1
  t244 4 3
  t245 4 2
  t246 4 2
  t247 1 4
  t248 1 1
  t249 4 2
  t250 4 2
  t251 1 3
  t252 4 3
  t253 2 4
  t254 3 3
  t255 4 3
  t256 4 3
  t257 1 4
  t258 1 1
  t259 3 2
  t260 1 1
  t261 1 2
  t262 2 1
  t263 2 2
  t264 2 4
  t265 1 2
  t266 4 3
  t267 3 2
  t268 1 2
  t269 3 1
  t270 1 3
  t271 4 4
  t272 2 1
  t273 2 1
  t274 3 1
  t275 1 3
  t276 4 3
  t277 1 3
  t278 1 4
  t279 4 1
  t280 4 3
  t281 4 2
  t282 4 2
  t283 3 4
  t284 4 4
  t285 3 3
  t286 2 1
  t287 3 4
  t288 2 4
  t289 4 3
  t290 1 4
  t291 3 2
  t292 4 2
  t293 3 3
  t294 3 3
  t295 3 1
  t296 2 1
  t297 2 4
  t298 4 2
  t299 4 4
  t300 4 1
  t301 1 3
  t302 2 4
  t303 2 3
  t304 3 4
  t305 3 4
  t306 3 3
  t307 4 3
  t308 3 3
  t309 2 1
  t310 2 3
  t311 1 2
  t312 2 2
  t313 4 3
  t314 3 1
  t315 2 3
  t316 2 3
  t317 2 3
  t318 1 2
  t319 3 1
  t320 1 3
  t321 2 4
  t322 1 1
  t323 3 4
  t324 4 4
  t325 3 2
  t326 1 3
  t327 4 1
  t328 1 4
  t329 4 1
  t330 1 2
  t331 2 3
  t332 1 2
  t333 1 4
  t334 2 4
  t335 4 4
  t336 3 4
  t337 3 1
  t338 1 2
  t339 2 3
  t340 1 2
  t341 2 2
  t342 1 2
  t343 1 4
  t344 4 4
  t345 3 1
  t346 2 3
  t347 3 4
  t348 1 2
  t349 3 2
  t350 4 1
  t351 2 2
  t352 3 2
  t353 1 1
  t354 2 3
  t355 3 4
  t356 1 4
  t357 3 4
  t358 3 4
  t359 4 1
  t360 1 4
  t361 3 3
  t362 1 1
  t363 2 1
  t364 3 1
  t365 2 4
  t366 4 3
  t367 2 4
  t368 4 1
  t369 4 3
  t370 4 3
  t371 3 1
  t372 2 3
  t373 4 4
  t374 3 4
  t375 1 4
  t376 1 3
  t377 3 3
  t378 1 4
  t379 1 4
  t380 4 1
  t381 2 3
  t382 4 4
  t383 1 2
  t384 3 2
  t385 3 4
  t386 4 1
  t387 1 2
  t388 2 3
  t389 1 4
  t390 1 2
  t391 1 4
  t392 1 2
  t393 4 3
  t394 3 4
  t395 4 4
  t396 2 4
  t397 2 4
  t398 2 2
  t399 1 3
  t400 4 3
  t401 3 1
  t402 3 3
  t403 4 2
  t404 4 4
  t405 3 3
  t406 4 4
  t407 3 2
  t408 2 4
  t409 2 4
  t410 1 3
  t411 4 4
  t412 4 2
  t413 4 1
  t414 2 3
  t415 1 4
  t416 1 4
  t417 1 2
  t418 4 2
  t419 1 4
  t420 3 3
  t421 4 1
  t422 3 4
  t423 3 4
  t424 1 1
  t425 2 3
  t426 2 1
  t427 4 1
  t428 1 4
  t429 2 3
  t430 1 1
  t431 3 1
  t432 3 3
  t433 3 4
  t434 2 2
  t435 4 2
  t436 2 2
  t437 1 4
  t438 2 4
  t439 2 2
  t440 4 3
  t441 4 3
  t442 1 4
  t443 3 2
  t444 1 4
  t445 3 3
  t446 4 3
  t447 4 3
  t448 2 4
  t449 4 1
  t450 2 4
  t451 3 3
  t452 3 1
  t453 4 3
  t454 1 1
  t455 4 3
  t456 2 3
  t457 2 2
  t458 3 2
  t459 1 1
  t460 3 4
  t461 1 3
  t462 2 1
  t463 3 3
  t464 4 2
  t465 2 2
  t466 3 3
  t467 2 3
  t468 4 3
  t469 3 1
  t470 4 1
  t471 2 2
  t472 4 3
  t473 1 4
  t474 1 3
  t475 1 4
  t476 3 3
  t477 4 3
  t478 1 2
  t479 4 1
  t480 3 2
  t481 1 4
  t482 3 4
  t483 1 2
  t484 1 1
  t485 3 4
  t486 1 1
  t487 2 2
  t488 4 4
  t489 3 4
  t490 2 4
  t491 1 4
  t492 4 3
  t493 1 3
  t494 2 4
  t495 4 2
  t496 3 1
  t497 3 3
  t498 1 4
  t499 3 2
  t500 1 4
  t501 1 2
  t502 1 1
  t503 3 2
  t504 2 2
  t505 1 2
  t506 2 2
  t507 3 2
  t508 1 3
  t509 2 2
  t510 3 2
  t511 1 1
  t512 2 1
  t513 3 2
  t514 3 1
  t515 2 3
  t516 1 2
  t517 4 1
  t518 1 4
  t519 4 3
  t520 1 4
  t521 2 1
  t522 3 4
  t523 1 1
  t524 4 4
  t525 4 1
  t526 4 4
  t527 1 1
  t528 3 2
  t529 1 2
  t530 3 3
  t531 4 3
  t532 4 4
  t533 1 1
  t534 2 4
  t535 4 2
  t536 4 3
  t537 4 4
  t538 4 1
  t539 3 4
  t540 3 3
  t541 3 2
  t542 4 1
  t543 1 1
  t544 1 4
  t545 1 3
  t546 2 1
  t547 3 1
  t548 4 3
  t549 4 1
  t550 3 3
  t551 3 1
  t552 2 2
  t553 4 2
  t554 1 3
  t555 3 1
  t556 3 2
  t557 4 1
  t558 3 1
  t559 2 3
  t560 3 3
  t561 3 1
  t562 2 2
  t563 4 1
  t564 2 1
  t565 1 2
  t566 4 4
  t567 4 3
  t568 2 3
  t569 3 3
  t570 1 1
  t571 2 2
  t572 1 1
  t573 3 4
  t574 4 4
  t575 4 4
  t576 3 2
  t577 1 3
  t578 4 1
  t579 3 4
  t580 3 1
  t581 2 4
  t582 1 1
  t583 2 3
  t584 2 2
  t585 3 3
  t586 3 1
  t587 1 4
  t588 4 2
  t589 2 4
  t590 2 3
  t591 1 4
  t592 1 4
  t593 1 4
  t594 1 3
  t595 4 4
  t596 4 3
  t597 1 4
  t598 1 3
  t599 2 4
  t600 3 1
  t601 4 1
  t602 2 4
  t603 4 1
  t604 4 3
  t605 3 2
  t606 3 2
  t607 1 1
  t608 2 3
  t609 3 2
  t610 2 1
  t611 2 3
  t612 2 2
  t613 2 1
  t614 2 4
  t615 4 4
  t616 3 3
  t617 2 4
  t618 1 4
  t619 4 3
  t620 3 1
  t621 3 1
  t622 3 4
  t623 4 1
  t624 1 3
  t625 3 1
  t626 1 4
  t627 4 1
  t628 4 2
  t629 3 4
  t630 2 1
  t631 4 1
  t632 3 1
  t633 2 1
  t634 2 4
  t635 4 2
  t636 3 3
  t637 3 4
  t638 4 3
  t639 1 3
  t640 1 3
  t641 1 4
  t642 3 3
  t643 2 3
  t644 1 2
  t645 3 3
  t646 4 2
  t647 1 3
  t648 4 3
  t649 2 1
  t650 4 3
  t651 1 3
  t652 3 2
  t653 2 3
  t654 4 2
  t655 2 2
  t656 2 1
  t657 3 1
  t658 1 3
  t659 2 4
  t660 2 2
  t661 2 2
  t662 4 1
  t663 4 3
  t664 2 4
  t665 3 4
  t666 2 2
  t667 3 4
  t668 2 3
  t669 4 4
  t670 3 4
  t671 4 2
  t672 2 2
  t673 3 1
  t674 4 3
  t675 1 1
  t676 3 1
  t677 2 3
  t678 4 2
  t679 4 1
  t680 2 4
  t681 3 1
  t682 4 1
  t683 4 3
  t684 2 4
  t685 1 3
  t686 2 1
  t687 3 1
  t688 3 2
  t689 2 1
  t690 3 4
  t691 2 4
  t692 4 1
  t693 1 1
  t694 3 2
  t695 2 4
  t696 1 3
  t697 2 3
  t698 1 1
  t699 2 4
  t700 4 1
;

param r : r1 r2 :=
  s1 4 10
  s2 7 8
  s3 8 4
;

#=========================
# Server Activation / Energy
#=========================
param e :=
  s1 3
  s2 1
  s3 3
;

param M := 20999;

#=========================
# Objective Coefficients
#=========================
param w :=
  t1 5
  t2 5
  t3 1
  t4 3
  t5 3
  t6 2
  t7 2
  t8 3
  t9 3
  t10 3
  t11 1
  t12 3
  t13 5
  t14 3
  t15 3
  t16 1
  t17 5
  t18 1
  t19 3
  t20 5
  t21 4
  t22 4
  t23 3
  t24 2
  t25 4
  t26 4
  t27 1
  t28 2
  t29 2
  t30 2
  t31 5
  t32 1
  t33 5
  t34 2
  t35 4
  t36 3
  t37 3
  t38 2
  t39 2
  t40 4
  t41 1
  t42 1
  t43 1
  t44 1
  t45 1
  t46 2
  t47 2
  t48 2
  t49 3
  t50 5
  t51 3
  t52 3
  t53 2
  t54 4
  t55 5
  t56 5
  t57 4
  t58 2
  t59 3
  t60 3
  t61 1
  t62 2
  t63 5
  t64 2
  t65 2
  t66 3
  t67 5
  t68 4
  t69 3
  t70 3
  t71 2
  t72 4
  t73 2
  t74 2
  t75 3
  t76 2
  t77 2
  t78 4
  t79 5
  t80 5
  t81 1
  t82 2
  t83 3
  t84 1
  t85 1
  t86 4
  t87 3
  t88 2
  t89 5
  t90 3
  t91 2
  t92 2
  t93 1
  t94 2
  t95 3
  t96 4
  t97 4
  t98 4
  t99 3
  t100 5
  t101 1
  t102 1
  t103 4
  t104 3
  t105 4
  t106 5
  t107 3
  t108 4
  t109 2
  t110 5
  t111 2
  t112 3
  t113 1
  t114 2
  t115 5
  t116 3
  t117 1
  t118 1
  t119 5
  t120 3
  t121 1
  t122 5
  t123 1
  t124 1
  t125 4
  t126 5
  t127 1
  t128 3
  t129 3
  t130 5
  t131 5
  t132 4
  t133 2
  t134 2
  t135 3
  t136 2
  t137 3
  t138 5
  t139 3
  t140 3
  t141 4
  t142 2
  t143 1
  t144 5
  t145 3
  t146 1
  t147 4
  t148 4
  t149 3
  t150 3
  t151 3
  t152 2
  t153 4
  t154 1
  t155 2
  t156 3
  t157 5
  t158 3
  t159 2
  t160 3
  t161 4
  t162 4
  t163 3
  t164 4
  t165 5
  t166 5
  t167 5
  t168 4
  t169 1
  t170 2
  t171 2
  t172 5
  t173 5
  t174 2
  t175 2
  t176 1
  t177 5
  t178 2
  t179 3
  t180 1
  t181 4
  t182 3
  t183 1
  t184 1
  t185 5
  t186 2
  t187 1
  t188 2
  t189 2
  t190 1
  t191 3
  t192 1
  t193 1
  t194 5
  t195 5
  t196 1
  t197 1
  t198 1
  t199 5
  t200 3
  t201 1
  t202 2
  t203 2
  t204 4
  t205 5
  t206 3
  t207 2
  t208 1
  t209 3
  t210 2
  t211 3
  t212 2
  t213 5
  t214 4
  t215 1
  t216 4
  t217 2
  t218 5
  t219 2
  t220 4
  t221 2
  t222 1
  t223 3
  t224 2
  t225 5
  t226 4
  t227 1
  t228 3
  t229 4
  t230 1
  t231 4
  t232 4
  t233 4
  t234 2
  t235 4
  t236 4
  t237 1
  t238 2
  t239 2
  t240 5
  t241 5
  t242 1
  t243 1
  t244 1
  t245 1
  t246 3
  t247 5
  t248 3
  t249 2
  t250 4
  t251 2
  t252 2
  t253 4
  t254 3
  t255 2
  t256 3
  t257 1
  t258 2
  t259 2
  t260 2
  t261 3
  t262 2
  t263 4
  t264 1
  t265 2
  t266 2
  t267 5
  t268 5
  t269 1
  t270 2
  t271 2
  t272 5
  t273 1
  t274 3
  t275 5
  t276 2
  t277 1
  t278 3
  t279 4
  t280 2
  t281 1
  t282 2
  t283 2
  t284 2
  t285 5
  t286 3
  t287 2
